Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
vs Valencia,25,38.0,16386.0,20420.0,80.2,286523.0,97984.0,7695.0,8578.0,89.7,6417.0,7494.0,85.6,1751.0,3189.0,54.9,19.0,26.7,33.2,-7.7,339.0,1258.0,300.0,96.0,1632.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Valladolid,28,38.0,14608.0,18620.0,78.5,268861.0,101842.0,6432.0,7351.0,87.5,5897.0,6994.0,84.3,1872.0,3193.0,58.6,36.0,43.1,41.4,-7.1,369.0,1263.0,314.0,109.0,1642.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Villarreal,26,38.0,15157.0,19100.0,79.4,277640.0,98016.0,6735.0,7588.0,88.8,5912.0,6930.0,85.3,1991.0,3445.0,57.8,32.0,41.0,38.7,-9.0,417.0,1184.0,352.0,124.0,1560.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Atalanta,27,38.0,12352.0,16443.0,75.1,218763.0,88765.0,5765.0,6640.0,86.8,4612.0,5697.0,81.0,1537.0,2971.0,51.7,28.0,28.9,24.8,-0.9,298.0,922.0,225.0,78.0,1222.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Bologna,29,38.0,15964.0,19888.0,80.3,284468.0,102723.0,7180.0,8031.0,89.4,6278.0,7379.0,85.1,1943.0,3200.0,60.7,40.0,36.3,32.6,3.7,402.0,1268.0,317.0,87.0,1621.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Cagliari,30,38.0,15017.0,19165.0,78.4,274264.0,100629.0,6527.0,7471.0,87.4,6151.0,7295.0,84.3,1872.0,3263.0,57.4,34.0,43.7,35.2,-9.7,457.0,1132.0,372.0,129.0,1594.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Chievo,36,38.0,17799.0,21910.0,81.2,319416.0,110562.0,7890.0,8875.0,88.9,7233.0,8409.0,86.0,2116.0,3393.0,62.4,54.0,45.8,41.1,8.2,438.0,1357.0,360.0,93.0,1771.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Empoli,29,38.0,16476.0,20106.0,81.9,286327.0,102929.0,7634.0,8472.0,90.1,6528.0,7520.0,86.8,1762.0,2951.0,59.7,51.0,46.2,42.1,4.8,499.0,1341.0,357.0,116.0,1649.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Fiorentina,27,38.0,12874.0,17040.0,75.6,223791.0,89707.0,6154.0,7071.0,87.0,4862.0,6086.0,79.9,1404.0,2802.0,50.1,32.0,28.5,27.2,3.5,341.0,970.0,255.0,85.0,1357.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Frosinone,33,38.0,18496.0,22388.0,82.6,316166.0,107608.0,8869.0,9826.0,90.3,7260.0,8409.0,86.3,1819.0,3002.0,60.6,50.0,48.7,43.2,1.3,491.0,1480.0,374.0,89.0,1801.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Genoa,31,38.0,16279.0,20367.0,79.9,289064.0,105440.0,7257.0,8220.0,88.3,6623.0,7804.0,84.9,1841.0,3113.0,59.1,40.0,36.6,32.6,3.4,388.0,1207.0,349.0,99.0,1627.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Inter,23,38.0,12229.0,15792.0,77.4,220336.0,85087.0,5525.0,6309.0,87.6,4825.0,5738.0,84.1,1482.0,2744.0,54.0,22.0,26.4,24.5,-4.4,316.0,831.0,278.0,95.0,1208.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Juventus,31,38.0,13679.0,17157.0,79.7,233691.0,85414.0,6736.0,7497.0,89.8,5105.0,6083.0,83.9,1382.0,2586.0,53.4,19.0,23.5,20.9,-4.5,316.0,974.0,212.0,60.0,1250.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Lazio,30,38.0,15314.0,19222.0,79.7,270532.0,95812.0,6920.0,7787.0,88.9,6129.0,7283.0,84.2,1745.0,3014.0,57.9,25.0,30.8,26.7,-5.8,331.0,1064.0,236.0,62.0,1455.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Milan,23,38.0,14344.0,17948.0,79.9,250674.0,93653.0,6591.0,7399.0,89.1,5734.0,6697.0,85.6,1519.0,2711.0,56.0,21.0,29.2,26.5,-8.2,355.0,1113.0,290.0,92.0,1505.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Napoli,26,38.0,13784.0,17347.0,79.5,243802.0,98255.0,6458.0,7216.0,89.5,5260.0,6284.0,83.7,1585.0,2796.0,56.7,28.0,27.2,23.3,0.8,322.0,882.0,271.0,95.0,1242.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Parma,31,38.0,18675.0,22640.0,82.5,322816.0,108034.0,8603.0,9532.0,90.3,7711.0,8913.0,86.5,1800.0,3023.0,59.5,38.0,47.5,42.5,-9.5,596.0,1643.0,476.0,152.0,2157.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Roma,26,38.0,14313.0,18211.0,78.6,245545.0,91810.0,6902.0,7669.0,90.0,5576.0,6714.0,83.1,1412.0,2782.0,50.8,34.0,38.3,30.3,-4.3,417.0,1009.0,286.0,92.0,1413.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Sampdoria,24,38.0,13392.0,17320.0,77.3,250784.0,90463.0,5862.0,6650.0,88.2,5219.0,6291.0,83.0,1907.0,3290.0,58.0,27.0,37.5,32.7,-10.5,380.0,995.0,319.0,110.0,1404.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Sassuolo,29,38.0,13640.0,17304.0,78.8,247904.0,90985.0,5952.0,6789.0,87.7,5548.0,6550.0,84.7,1663.0,2819.0,59.0,38.0,38.0,31.4,0.0,356.0,1071.0,313.0,105.0,1413.0,Serie A 2018-2019,serie a,2018-2019,2018
vs SPAL,28,38.0,14079.0,17781.0,79.2,257366.0,95985.0,6018.0,6806.0,88.4,5885.0,6923.0,85.0,1736.0,2943.0,59.0,38.0,35.8,32.3,2.2,407.0,1157.0,315.0,69.0,1519.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Torino,25,38.0,11927.0,16275.0,73.3,217038.0,90251.0,5314.0,6298.0,84.4,4658.0,5856.0,79.5,1533.0,2918.0,52.5,23.0,32.3,29.3,-9.3,356.0,926.0,263.0,80.0,1313.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Udinese,31,38.0,16751.0,20721.0,80.8,292868.0,102757.0,7612.0,8474.0,89.8,6647.0,7771.0,85.5,1825.0,3076.0,59.3,36.0,41.1,38.7,-5.1,454.0,1340.0,357.0,121.0,1841.0,Serie A 2018-2019,serie a,2018-2019,2018
vs Amiens,26,38.0,14392.0,18589.0,77.4,256009.0,97880.0,6579.0,7584.0,86.7,5658.0,6797.0,83.2,1664.0,3093.0,53.8,34.0,33.4,32.6,0.6,380.0,1116.0,275.0,77.0,1570.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Angers,24,38.0,18285.0,22215.0,82.3,307062.0,108609.0,8798.0,9721.0,90.5,7267.0,8378.0,86.7,1596.0,2798.0,57.0,40.0,34.2,33.1,5.8,349.0,1362.0,284.0,87.0,1843.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Bordeaux,33,38.0,14300.0,18448.0,77.5,255200.0,97977.0,6516.0,7518.0,86.7,5626.0,6772.0,83.1,1671.0,3052.0,54.8,30.0,36.6,35.7,-6.6,365.0,1122.0,257.0,83.0,1477.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Caen,26,38.0,15408.0,19643.0,78.4,272958.0,100267.0,6944.0,8001.0,86.8,6353.0,7533.0,84.3,1638.0,2983.0,54.9,33.0,42.5,37.8,-9.5,380.0,1142.0,271.0,76.0,1668.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Dijon,26,38.0,14672.0,18633.0,78.7,266909.0,105852.0,6527.0,7487.0,87.2,5857.0,7005.0,83.6,1820.0,3073.0,59.2,41.0,40.4,33.6,0.6,389.0,1065.0,249.0,69.0,1532.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Guingamp,30,38.0,15938.0,20126.0,79.2,285765.0,110024.0,7192.0,8268.0,87.0,6378.0,7547.0,84.5,1843.0,3137.0,58.8,42.0,33.4,35.1,8.6,337.0,1170.0,286.0,76.0,1658.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Lille,25,38.0,13457.0,17332.0,77.6,244364.0,92802.0,5927.0,6830.0,86.8,5386.0,6463.0,83.3,1664.0,2910.0,57.2,19.0,25.8,25.1,-6.8,264.0,968.0,218.0,54.0,1509.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Lyon,25,38.0,11099.0,14770.0,75.1,196580.0,79997.0,5258.0,6087.0,86.4,4090.0,4985.0,82.0,1301.0,2666.0,48.8,27.0,28.9,24.8,-1.9,344.0,798.0,173.0,48.0,1109.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Marseille,24,38.0,12436.0,16229.0,76.6,224767.0,88104.0,5605.0,6504.0,86.2,4935.0,5951.0,82.9,1487.0,2787.0,53.4,29.0,24.6,25.0,4.4,277.0,855.0,162.0,35.0,1213.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Monaco,42,38.0,14366.0,18191.0,79.0,258655.0,97674.0,6432.0,7394.0,87.0,5754.0,6734.0,85.4,1697.0,2978.0,57.0,43.0,35.6,30.4,7.4,318.0,990.0,240.0,82.0,1369.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Montpellier,25,38.0,15291.0,19401.0,78.8,272404.0,102116.0,6895.0,7887.0,87.4,6014.0,7087.0,84.9,1828.0,3178.0,57.5,25.0,30.0,27.0,-5.0,313.0,1012.0,212.0,63.0,1490.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Nantes,33,38.0,13464.0,17707.0,76.0,243143.0,96310.0,5970.0,7011.0,85.2,5442.0,6588.0,82.6,1569.0,2982.0,52.6,35.0,30.6,31.4,4.4,283.0,1064.0,236.0,61.0,1448.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Nice,30,38.0,13791.0,17481.0,78.9,250849.0,92300.0,6143.0,6956.0,88.3,5460.0,6431.0,84.9,1741.0,2996.0,58.1,25.0,33.8,33.0,-8.8,367.0,1048.0,316.0,100.0,1506.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Nîmes,23,38.0,14638.0,18794.0,77.9,267644.0,104641.0,6217.0,7310.0,85.0,6163.0,7322.0,84.2,1775.0,3032.0,58.5,43.0,41.7,33.8,1.3,359.0,1100.0,244.0,74.0,1627.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Paris S-G,30,38.0,11178.0,14334.0,78.0,191858.0,79130.0,5485.0,6190.0,88.6,3838.0,4594.0,83.5,1296.0,2460.0,52.7,23.0,27.3,22.4,-4.3,298.0,688.0,165.0,49.0,946.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Reims,27,38.0,16476.0,20598.0,80.0,293563.0,103307.0,7316.0,8318.0,88.0,6733.0,7857.0,85.7,1846.0,3196.0,57.8,22.0,29.0,34.4,-7.0,315.0,1299.0,250.0,90.0,1663.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Rennes,28,38.0,13661.0,17504.0,78.0,243971.0,92495.0,6204.0,7070.0,87.8,5398.0,6452.0,83.7,1592.0,2920.0,54.5,39.0,34.8,32.6,4.2,362.0,1015.0,261.0,90.0,1482.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Saint-Étienne,29,38.0,13420.0,17337.0,77.4,235190.0,89643.0,6299.0,7231.0,87.1,5162.0,6235.0,82.8,1504.0,2793.0,53.8,29.0,34.5,31.7,-5.5,366.0,978.0,234.0,60.0,1351.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Strasbourg,26,38.0,14907.0,18700.0,79.7,262110.0,96321.0,6791.0,7676.0,88.5,5876.0,6948.0,84.6,1695.0,2937.0,57.7,30.0,35.7,32.2,-5.7,379.0,1074.0,262.0,87.0,1448.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Toulouse,29,38.0,14245.0,18486.0,77.1,250013.0,95537.0,6668.0,7586.0,87.9,5384.0,6513.0,82.7,1635.0,3115.0,52.5,41.0,41.0,35.0,0.0,429.0,1146.0,289.0,90.0,1656.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs ADO Den Haag,25,34.0,12669.0,16575.0,76.4,234876.0,92399.0,5269.0,6133.0,85.9,5338.0,6485.0,82.3,1586.0,2921.0,54.3,41.0,45.2,44.1,-4.2,391.0,1109.0,321.0,76.0,1487.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Ajax,29,34.0,8733.0,12306.0,71.0,164737.0,75025.0,3910.0,4724.0,82.8,3206.0,4129.0,77.6,1289.0,2577.0,50.0,24.0,28.0,23.2,-4.0,271.0,643.0,159.0,41.0,808.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs AZ Alkmaar,24,34.0,11046.0,14727.0,75.0,212628.0,84900.0,4545.0,5341.0,85.1,4628.0,5583.0,82.9,1551.0,2936.0,52.8,30.0,34.1,29.9,-4.1,281.0,789.0,176.0,52.0,1037.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs De Graafschap,26,34.0,12657.0,16590.0,76.3,236042.0,92851.0,5412.0,6346.0,85.3,5004.0,6059.0,82.6,1770.0,3104.0,57.0,51.0,52.2,44.7,-1.2,432.0,1050.0,291.0,73.0,1361.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Emmen,28,34.0,13409.0,17279.0,77.6,249794.0,93338.0,5553.0,6493.0,85.5,5627.0,6710.0,83.9,1771.0,2999.0,59.1,44.0,42.3,43.1,1.7,349.0,1157.0,288.0,85.0,1512.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Excelsior,24,34.0,13636.0,17564.0,77.6,253341.0,93584.0,5735.0,6643.0,86.3,5702.0,6764.0,84.3,1764.0,3165.0,55.7,57.0,49.1,53.9,7.9,463.0,1234.0,374.0,89.0,1703.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Feyenoord,28,34.0,10574.0,14105.0,75.0,193016.0,79104.0,4694.0,5499.0,85.4,4232.0,5177.0,81.7,1297.0,2567.0,50.5,22.0,32.9,28.9,-10.9,304.0,875.0,231.0,50.0,1187.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Fortuna Sittard,28,34.0,12841.0,16655.0,77.1,240254.0,95869.0,5475.0,6382.0,85.8,5143.0,6178.0,83.2,1761.0,2965.0,59.4,54.0,49.0,43.7,5.0,410.0,1071.0,331.0,84.0,1543.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Groningen,27,34.0,12802.0,17272.0,74.1,237363.0,91297.0,5420.0,6407.0,84.6,5174.0,6379.0,81.1,1699.0,3260.0,52.1,27.0,34.0,33.4,-7.0,293.0,1000.0,264.0,67.0,1376.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Heerenveen,24,34.0,12287.0,16402.0,74.9,224290.0,85909.0,5286.0,6197.0,85.3,5089.0,6217.0,81.9,1504.0,3040.0,49.5,51.0,46.6,38.3,4.4,389.0,957.0,282.0,69.0,1415.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Heracles Almelo,25,34.0,13471.0,17263.0,78.0,249815.0,98211.0,5730.0,6655.0,86.1,5554.0,6591.0,84.3,1744.0,2976.0,58.6,44.0,43.8,45.8,0.2,409.0,1096.0,290.0,91.0,1509.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs NAC Breda,34,34.0,14050.0,17920.0,78.4,250674.0,88257.0,6466.0,7393.0,87.5,5477.0,6493.0,84.4,1645.0,2997.0,54.9,48.0,44.3,42.6,3.7,425.0,1106.0,326.0,83.0,1556.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs PSV Eindhoven,26,34.0,9651.0,13409.0,72.0,182506.0,76788.0,4101.0,4949.0,82.9,3813.0,4806.0,79.3,1370.0,2773.0,49.4,19.0,18.5,21.3,0.5,211.0,719.0,156.0,37.0,919.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Utrecht,27,34.0,13151.0,16802.0,78.3,242927.0,88801.0,5457.0,6275.0,87.0,5814.0,6770.0,85.9,1532.0,2856.0,53.6,31.0,37.4,33.1,-6.4,311.0,962.0,238.0,64.0,1398.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Vitesse,26,34.0,12347.0,16181.0,76.3,227426.0,90415.0,5372.0,6307.0,85.2,5121.0,6168.0,83.0,1512.0,2788.0,54.2,34.0,31.4,34.8,2.6,287.0,1097.0,226.0,64.0,1413.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs VVV-Venlo,24,34.0,14990.0,18885.0,79.4,261505.0,97757.0,6892.0,7818.0,88.2,6019.0,7090.0,84.9,1526.0,2876.0,53.1,42.0,37.1,38.8,4.9,397.0,1199.0,310.0,63.0,1607.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Willem II,28,34.0,13688.0,17555.0,78.0,250873.0,91546.0,5905.0,6762.0,87.3,5752.0,6850.0,84.0,1653.0,2979.0,55.5,44.0,35.4,35.9,8.6,336.0,1179.0,276.0,83.0,1524.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Zwolle,26,34.0,11094.0,14719.0,75.4,204861.0,82020.0,4886.0,5662.0,86.3,4396.0,5303.0,82.9,1457.0,2848.0,51.2,41.0,33.8,35.0,7.2,287.0,851.0,221.0,51.0,1107.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Aves,34,34.0,12937.0,16791.0,77.0,249958.0,96176.0,5045.0,5918.0,85.2,5874.0,6956.0,84.4,1735.0,3148.0,55.1,34.0,32.1,27.5,1.9,299.0,1216.0,249.0,76.0,1538.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs B-SAD,31,34.0,10693.0,14429.0,74.1,204403.0,79899.0,4394.0,5173.0,84.9,4485.0,5567.0,80.6,1520.0,2903.0,52.4,,33.0,30.4,,332.0,964.0,222.0,68.0,1212.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Benfica,29,34.0,9211.0,12645.0,72.8,179025.0,76810.0,3694.0,4445.0,83.1,3872.0,4747.0,81.6,1387.0,2725.0,50.9,16.0,22.3,18.6,-6.3,214.0,684.0,139.0,47.0,930.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Boavista,31,34.0,10887.0,14960.0,72.8,215789.0,82480.0,4061.0,4962.0,81.8,4916.0,6093.0,80.7,1636.0,3144.0,52.0,19.0,35.1,31.5,-16.1,346.0,957.0,256.0,100.0,1303.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Braga,24,34.0,10191.0,13892.0,73.4,202547.0,85346.0,4137.0,4938.0,83.8,4132.0,5069.0,81.5,1651.0,3115.0,53.0,22.0,25.9,22.8,-3.9,251.0,840.0,186.0,62.0,1071.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Chaves,33,34.0,11388.0,15252.0,74.7,218731.0,87804.0,4663.0,5547.0,84.1,4824.0,5853.0,82.4,1591.0,2981.0,53.4,40.0,39.0,35.4,1.0,332.0,976.0,261.0,74.0,1310.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Feirense,33,34.0,10795.0,14800.0,72.9,213629.0,86708.0,3994.0,4881.0,81.8,4870.0,5978.0,81.5,1626.0,3188.0,51.0,43.0,35.2,32.6,7.8,310.0,930.0,235.0,84.0,1230.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Marítimo,30,34.0,12088.0,15990.0,75.6,229381.0,92091.0,5017.0,5870.0,85.5,5096.0,6161.0,82.7,1647.0,3106.0,53.0,26.0,35.7,32.7,-9.7,363.0,1094.0,272.0,98.0,1404.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Moreirense,26,34.0,11668.0,15658.0,74.5,232935.0,90137.0,4222.0,5025.0,84.0,5426.0,6447.0,84.2,1739.0,3326.0,52.3,34.0,34.9,27.9,-0.9,257.0,892.0,178.0,52.0,1154.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Nacional,30,34.0,9666.0,13454.0,71.8,194427.0,87344.0,3660.0,4574.0,80.0,4264.0,5241.0,81.4,1517.0,2955.0,51.3,39.0,36.4,31.7,2.6,294.0,823.0,230.0,62.0,1118.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Portimonense,32,34.0,11246.0,15138.0,74.3,216061.0,88068.0,4526.0,5376.0,84.2,4898.0,5944.0,82.4,1528.0,3031.0,50.4,38.0,33.8,32.2,4.2,303.0,954.0,231.0,90.0,1283.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Porto,27,34.0,7730.0,11503.0,67.2,153451.0,67642.0,3183.0,4054.0,78.5,3110.0,4047.0,76.8,1242.0,2730.0,45.5,13.0,15.7,13.3,-2.7,174.0,614.0,120.0,36.0,800.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Rio Ave,33,34.0,10125.0,13714.0,73.8,194991.0,81252.0,4158.0,4944.0,84.1,4246.0,5234.0,81.1,1473.0,2797.0,52.7,32.0,36.6,34.3,-4.6,333.0,943.0,274.0,83.0,1312.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Santa Clara,31,34.0,10886.0,14784.0,73.6,219241.0,89931.0,4053.0,4870.0,83.2,4776.0,5918.0,80.7,1782.0,3183.0,56.0,29.0,32.8,32.0,-3.8,327.0,1009.0,256.0,82.0,1368.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Sporting CP,31,34.0,9320.0,12850.0,72.5,177540.0,76719.0,3910.0,4650.0,84.1,3830.0,4755.0,80.5,1288.0,2666.0,48.3,25.0,25.4,21.4,-0.4,257.0,773.0,159.0,44.0,991.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Tondela,25,34.0,11041.0,15072.0,73.3,218935.0,94098.0,4197.0,5083.0,82.6,4813.0,5917.0,81.3,1677.0,3159.0,53.1,34.0,40.0,36.3,-6.0,331.0,976.0,257.0,86.0,1244.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Vitória,29,34.0,10713.0,14266.0,75.1,209495.0,84416.0,4176.0,4961.0,84.2,4738.0,5720.0,82.8,1540.0,2859.0,53.9,21.0,25.2,21.6,-4.2,292.0,910.0,193.0,55.0,1157.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Vitória Setúbal,31,34.0,11046.0,14712.0,75.1,212327.0,85493.0,4376.0,5165.0,84.7,4781.0,5805.0,82.4,1574.0,2987.0,52.7,24.0,25.9,27.8,-1.9,297.0,965.0,216.0,87.0,1207.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Aston Villa,31,46.0,14025.0,19304.0,72.7,265748.0,110170.0,6265.0,7387.0,84.8,5535.0,6936.0,79.8,1910.0,4055.0,47.1,40.0,38.6,37.4,1.4,408.0,1224.0,324.0,92.0,1542.0,Championship 2018-2019,championship,2018-2019,2018
vs Birmingham City,25,46.0,17115.0,23547.0,72.7,331095.0,126473.0,6650.0,8039.0,82.7,7775.0,9579.0,81.2,2327.0,4780.0,48.7,41.0,43.5,41.2,-2.5,369.0,1245.0,315.0,87.0,1668.0,Championship 2018-2019,championship,2018-2019,2018
vs Blackburn,28,46.0,14681.0,20825.0,70.5,269062.0,111267.0,6705.0,8059.0,83.2,5798.0,7449.0,77.8,1801.0,4126.0,43.7,50.0,47.0,45.9,3.0,446.0,1292.0,335.0,85.0,1651.0,Championship 2018-2019,championship,2018-2019,2018
vs Bolton,32,45.0,18581.0,24537.0,75.7,333483.0,123102.0,8437.0,9820.0,85.9,7601.0,9189.0,82.7,2077.0,4319.0,48.1,60.0,50.0,50.5,10.0,499.0,1421.0,406.0,98.0,1834.0,Championship 2018-2019,championship,2018-2019,2018
vs Brentford,30,45.0,12211.0,17651.0,69.2,234292.0,104316.0,5454.0,6541.0,83.4,4640.0,6038.0,76.8,1788.0,4030.0,44.4,39.0,39.9,35.8,-0.9,353.0,1138.0,273.0,88.0,1369.0,Championship 2018-2019,championship,2018-2019,2018
vs Bristol City,29,46.0,13890.0,20160.0,68.9,256097.0,102168.0,6371.0,7705.0,82.7,5377.0,7169.0,75.0,1772.0,4185.0,42.3,42.0,44.7,39.4,-2.7,441.0,1180.0,297.0,95.0,1483.0,Championship 2018-2019,championship,2018-2019,2018
vs Derby County,29,46.0,13234.0,19028.0,69.6,254414.0,108878.0,5745.0,7071.0,81.2,5167.0,6710.0,77.0,1943.0,4164.0,46.7,40.0,43.8,40.4,-3.8,444.0,1192.0,288.0,86.0,1501.0,Championship 2018-2019,championship,2018-2019,2018
vs Hull City,28,46.0,16737.0,22951.0,72.9,309646.0,125101.0,7518.0,8966.0,83.9,6633.0,8360.0,79.3,2129.0,4347.0,49.0,42.0,47.3,47.1,-5.3,490.0,1446.0,402.0,112.0,1965.0,Championship 2018-2019,championship,2018-2019,2018
vs Ipswich Town,38,46.0,14579.0,21272.0,68.5,273456.0,118374.0,6506.0,8017.0,81.2,5606.0,7511.0,74.6,2012.0,4419.0,45.5,45.0,55.5,54.7,-10.5,480.0,1269.0,388.0,106.0,1711.0,Championship 2018-2019,championship,2018-2019,2018
vs Leeds United,28,46.0,9530.0,15143.0,62.9,182618.0,90228.0,4215.0,5387.0,78.2,3551.0,5085.0,69.8,1436.0,3644.0,39.4,31.0,24.4,25.4,6.6,300.0,770.0,174.0,53.0,1007.0,Championship 2018-2019,championship,2018-2019,2018
vs Middlesbrough,24,46.0,17295.0,23116.0,74.8,310882.0,113582.0,7885.0,9137.0,86.3,6965.0,8505.0,81.9,1994.0,4292.0,46.5,27.0,41.5,41.6,-14.5,448.0,1366.0,345.0,87.0,1827.0,Championship 2018-2019,championship,2018-2019,2018
vs Millwall,29,46.0,16070.0,22268.0,72.2,292549.0,112885.0,7341.0,8793.0,83.5,6325.0,8052.0,78.6,1965.0,4278.0,45.9,41.0,41.4,38.4,-0.4,404.0,1291.0,320.0,78.0,1713.0,Championship 2018-2019,championship,2018-2019,2018
vs Norwich City,24,46.0,13347.0,18767.0,71.1,253209.0,109466.0,5892.0,7159.0,82.3,5063.0,6522.0,77.6,1938.0,3860.0,50.2,35.0,31.5,38.8,3.5,400.0,1252.0,316.0,86.0,1616.0,Championship 2018-2019,championship,2018-2019,2018
vs Nott'ham Forest,32,46.0,15199.0,21282.0,71.4,288217.0,119519.0,6741.0,8115.0,83.1,6030.0,7799.0,77.3,2088.0,4242.0,49.2,38.0,44.3,42.2,-6.3,409.0,1376.0,315.0,91.0,1732.0,Championship 2018-2019,championship,2018-2019,2018
vs Preston,31,46.0,13475.0,19824.0,68.0,250927.0,111593.0,6229.0,7707.0,80.8,5026.0,6847.0,73.4,1829.0,4152.0,44.1,52.0,44.0,44.2,8.0,463.0,1145.0,357.0,106.0,1514.0,Championship 2018-2019,championship,2018-2019,2018
vs QPR,29,46.0,16513.0,22782.0,72.5,307380.0,117791.0,7213.0,8566.0,84.2,6797.0,8532.0,79.7,2112.0,4595.0,46.0,43.0,44.8,45.6,-1.8,415.0,1287.0,360.0,104.0,1701.0,Championship 2018-2019,championship,2018-2019,2018
vs Reading,39,46.0,16600.0,22179.0,74.8,308600.0,120580.0,7369.0,8502.0,86.7,6598.0,8163.0,80.8,2175.0,4292.0,50.7,45.0,62.8,55.3,-17.8,535.0,1470.0,394.0,129.0,1896.0,Championship 2018-2019,championship,2018-2019,2018
