Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
vs B-SAD,41,34.0,11580.0,15354.0,75.4,234914.0,90364.0,4303.0,5092.0,84.5,5111.0,6124.0,83.5,1927.0,3376.0,57.1,,37.8,33.7,,367.0,1013.0,235.0,85.0,1348.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Benfica,28,34.0,10727.0,14062.0,76.3,213449.0,82784.0,4067.0,4812.0,84.5,4749.0,5596.0,84.9,1670.0,2935.0,56.9,17.0,22.8,17.6,-5.8,216.0,731.0,143.0,50.0,921.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Boavista,27,34.0,12616.0,16387.0,77.0,253358.0,91639.0,4530.0,5347.0,84.7,6005.0,7077.0,84.9,1913.0,3342.0,57.2,23.0,28.2,25.9,-5.2,283.0,1077.0,213.0,67.0,1329.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Braga,36,34.0,9871.0,13359.0,73.9,199240.0,79385.0,3680.0,4401.0,83.6,4416.0,5289.0,83.5,1591.0,3013.0,52.8,23.0,26.8,20.5,-3.8,247.0,730.0,152.0,48.0,938.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Famalicão,26,34.0,10908.0,14327.0,76.1,223570.0,87510.0,3898.0,4602.0,84.7,4939.0,5911.0,83.6,1858.0,3117.0,59.6,31.0,38.7,31.2,-7.7,302.0,963.0,225.0,76.0,1234.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Gil Vicente FC,27,34.0,11916.0,15517.0,76.8,227824.0,88376.0,4912.0,5694.0,86.3,5180.0,6138.0,84.4,1584.0,2887.0,54.9,29.0,27.1,23.8,1.9,249.0,954.0,184.0,68.0,1199.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Marítimo,30,34.0,12002.0,15726.0,76.3,235740.0,92335.0,4622.0,5409.0,85.5,5435.0,6440.0,84.4,1713.0,3110.0,55.1,22.0,33.2,32.0,-11.2,331.0,1102.0,249.0,80.0,1442.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Moreirense,27,34.0,13106.0,16702.0,78.5,261891.0,94920.0,4764.0,5517.0,86.4,6026.0,7018.0,85.9,2034.0,3432.0,59.3,22.0,35.5,32.2,-13.5,363.0,1142.0,270.0,94.0,1509.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Paços de Ferreira,31,34.0,11218.0,15014.0,74.7,222546.0,85625.0,4216.0,4972.0,84.8,5091.0,6178.0,82.4,1666.0,3162.0,52.7,27.0,28.0,26.6,-1.0,248.0,931.0,196.0,69.0,1110.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Portimonense,32,34.0,11105.0,14937.0,74.3,217702.0,88459.0,4361.0,5199.0,83.9,4894.0,5921.0,82.7,1623.0,3138.0,51.7,29.0,32.9,27.8,-3.9,271.0,910.0,199.0,64.0,1154.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Porto,28,34.0,8778.0,12248.0,71.7,172496.0,69922.0,3452.0,4204.0,82.1,3805.0,4719.0,80.6,1322.0,2684.0,49.3,14.0,16.9,14.0,-2.9,171.0,608.0,129.0,45.0,864.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Rio Ave,27,34.0,11061.0,14689.0,75.3,215714.0,82302.0,4256.0,5011.0,84.9,4943.0,5902.0,83.8,1571.0,3008.0,52.2,24.0,25.2,23.9,-1.2,260.0,840.0,168.0,47.0,1108.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Santa Clara,29,34.0,11740.0,15628.0,75.1,233462.0,90046.0,4352.0,5214.0,83.5,5242.0,6349.0,82.6,1841.0,3217.0,57.2,28.0,32.9,24.8,-4.9,303.0,967.0,232.0,74.0,1260.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Sporting CP,36,34.0,9731.0,12972.0,75.0,188168.0,77660.0,4000.0,4660.0,85.8,4087.0,4902.0,83.4,1404.0,2714.0,51.7,20.0,23.2,19.9,-3.2,242.0,763.0,155.0,51.0,996.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Tondela,30,34.0,12991.0,16742.0,77.6,264898.0,95942.0,4542.0,5334.0,85.2,6239.0,7307.0,85.4,2005.0,3413.0,58.7,28.0,33.0,30.3,-5.0,326.0,1242.0,240.0,85.0,1523.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Vitória,32,34.0,11562.0,14971.0,77.2,225763.0,86803.0,4202.0,4940.0,85.1,5621.0,6536.0,86.0,1506.0,2808.0,53.6,25.0,25.1,19.9,-0.1,216.0,773.0,137.0,52.0,934.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Vitória Setúbal,31,34.0,12611.0,16319.0,77.3,244372.0,91133.0,4877.0,5689.0,85.7,5768.0,6776.0,85.1,1700.0,3081.0,55.2,30.0,36.9,30.1,-6.9,369.0,1189.0,245.0,64.0,1471.0,Primeira Liga 2019-2020,primeira liga,2019-2020,2019
vs Barnsley,32,46.0,12131.0,18954.0,64.0,237018.0,112591.0,5196.0,6674.0,77.9,4593.0,6407.0,71.7,1922.0,4443.0,43.3,42.0,52.3,39.5,-10.3,391.0,1062.0,268.0,84.0,1280.0,Championship 2019-2020,championship,2019-2020,2019
vs Birmingham City,32,46.0,16151.0,22015.0,73.4,309232.0,120704.0,6500.0,7758.0,83.8,7194.0,8832.0,81.5,2132.0,4342.0,49.1,53.0,45.3,40.1,7.7,387.0,1241.0,311.0,84.0,1591.0,Championship 2019-2020,championship,2019-2020,2019
vs Blackburn,27,46.0,14230.0,19860.0,71.7,259486.0,102885.0,6306.0,7508.0,84.0,5828.0,7355.0,79.2,1698.0,3898.0,43.6,38.0,41.1,36.6,-3.1,429.0,1052.0,297.0,83.0,1472.0,Championship 2019-2020,championship,2019-2020,2019
vs Brentford,29,46.0,12880.0,18328.0,70.3,247344.0,102353.0,5538.0,6576.0,84.2,5196.0,6579.0,79.0,1799.0,4101.0,43.9,25.0,25.5,27.6,-0.5,288.0,1018.0,215.0,63.0,1347.0,Championship 2019-2020,championship,2019-2020,2019
vs Bristol City,32,46.0,15898.0,21787.0,73.0,293358.0,114016.0,7101.0,8415.0,84.4,6474.0,8093.0,80.0,1940.0,4136.0,46.9,37.0,52.0,47.0,-15.0,525.0,1319.0,366.0,99.0,1739.0,Championship 2019-2020,championship,2019-2020,2019
vs Cardiff City,29,46.0,16094.0,22106.0,72.8,290567.0,111766.0,7096.0,8474.0,83.7,6693.0,8411.0,79.6,1798.0,3941.0,45.6,36.0,42.6,38.4,-6.6,453.0,1198.0,355.0,83.0,1722.0,Championship 2019-2020,championship,2019-2020,2019
vs Charlton Ath,33,46.0,16639.0,22203.0,74.9,297682.0,118003.0,7754.0,9030.0,85.9,6580.0,8139.0,80.8,1867.0,3845.0,48.6,40.0,53.8,50.6,-13.8,550.0,1353.0,411.0,116.0,1806.0,Championship 2019-2020,championship,2019-2020,2019
vs Derby County,31,46.0,15784.0,20949.0,75.3,293137.0,111870.0,6843.0,7940.0,86.2,6516.0,7958.0,81.9,2013.0,3951.0,50.9,38.0,46.0,43.8,-8.0,448.0,1375.0,369.0,103.0,1856.0,Championship 2019-2020,championship,2019-2020,2019
vs Fulham,28,46.0,11926.0,17061.0,69.9,234899.0,98909.0,4902.0,5963.0,82.2,4852.0,6136.0,79.1,1825.0,3868.0,47.2,31.0,42.5,34.9,-11.5,381.0,1033.0,279.0,97.0,1312.0,Championship 2019-2020,championship,2019-2020,2019
vs Huddersfield,39,46.0,14777.0,20132.0,73.4,279475.0,109010.0,6306.0,7456.0,84.6,6134.0,7605.0,80.7,1994.0,3997.0,49.9,48.0,43.4,40.6,4.6,425.0,1205.0,274.0,86.0,1564.0,Championship 2019-2020,championship,2019-2020,2019
vs Hull City,33,46.0,17361.0,23065.0,75.3,327290.0,125308.0,7233.0,8485.0,85.2,7553.0,9135.0,82.7,2168.0,4307.0,50.3,61.0,49.8,43.8,11.2,455.0,1396.0,376.0,114.0,1822.0,Championship 2019-2020,championship,2019-2020,2019
vs Leeds United,28,46.0,9451.0,14725.0,64.2,185743.0,96053.0,4054.0,5143.0,78.8,3664.0,5090.0,72.0,1441.0,3527.0,40.9,22.0,26.2,25.1,-4.2,297.0,825.0,174.0,46.0,1009.0,Championship 2019-2020,championship,2019-2020,2019
vs Luton Town,28,46.0,16155.0,21696.0,74.5,303801.0,117916.0,7039.0,8209.0,85.7,6723.0,8254.0,81.5,2061.0,4193.0,49.2,59.0,55.3,51.7,3.7,508.0,1404.0,424.0,122.0,1870.0,Championship 2019-2020,championship,2019-2020,2019
vs Middlesbrough,30,46.0,15125.0,20835.0,72.6,283508.0,118006.0,6668.0,8016.0,83.2,6039.0,7589.0,79.6,2011.0,4055.0,49.6,39.0,49.6,46.7,-10.6,438.0,1327.0,382.0,117.0,1747.0,Championship 2019-2020,championship,2019-2020,2019
vs Millwall,26,46.0,17860.0,23740.0,75.2,318305.0,115571.0,8070.0,9499.0,85.0,7415.0,9054.0,81.9,1898.0,4040.0,47.0,38.0,40.9,40.6,-2.9,410.0,1323.0,296.0,93.0,1791.0,Championship 2019-2020,championship,2019-2020,2019
vs Nott'ham Forest,30,46.0,16867.0,22478.0,75.0,316640.0,124134.0,7225.0,8434.0,85.7,7145.0,8740.0,81.8,2125.0,4184.0,50.8,31.0,42.5,40.8,-11.5,427.0,1497.0,372.0,132.0,2011.0,Championship 2019-2020,championship,2019-2020,2019
vs Preston,26,46.0,13043.0,19238.0,67.8,241424.0,106772.0,5933.0,7391.0,80.3,5046.0,6721.0,75.1,1694.0,3935.0,43.0,33.0,34.6,32.6,-1.6,373.0,1092.0,286.0,84.0,1422.0,Championship 2019-2020,championship,2019-2020,2019
vs QPR,29,46.0,13366.0,18890.0,70.8,250733.0,103951.0,5923.0,7091.0,83.5,5402.0,6842.0,79.0,1739.0,3971.0,43.8,52.0,52.3,44.7,-0.3,427.0,1064.0,309.0,111.0,1410.0,Championship 2019-2020,championship,2019-2020,2019
vs Reading,31,46.0,17915.0,23301.0,76.9,324550.0,123021.0,7936.0,9180.0,86.4,7478.0,8988.0,83.2,2034.0,3953.0,51.5,42.0,45.9,46.6,-3.9,497.0,1547.0,422.0,119.0,1963.0,Championship 2019-2020,championship,2019-2020,2019
vs Sheffield Weds,29,46.0,15004.0,20669.0,72.6,285699.0,116664.0,6159.0,7365.0,83.6,6569.0,8107.0,81.0,1936.0,4108.0,47.1,44.0,41.4,37.7,2.6,342.0,1132.0,290.0,71.0,1474.0,Championship 2019-2020,championship,2019-2020,2019
vs Stoke City,35,46.0,16702.0,22524.0,74.2,302015.0,113381.0,7433.0,8715.0,85.3,6824.0,8448.0,80.8,1937.0,4080.0,47.5,42.0,38.7,37.5,3.3,331.0,1273.0,266.0,78.0,1510.0,Championship 2019-2020,championship,2019-2020,2019
vs Swansea City,29,46.0,15648.0,21055.0,74.3,286083.0,116075.0,7031.0,8325.0,84.5,6309.0,7741.0,81.5,1882.0,3798.0,49.6,34.0,46.2,43.8,-12.2,470.0,1269.0,368.0,137.0,1609.0,Championship 2019-2020,championship,2019-2020,2019
vs West Brom,25,46.0,13309.0,18666.0,71.3,250670.0,100474.0,5628.0,6767.0,83.2,5570.0,7003.0,79.5,1758.0,3820.0,46.0,25.0,34.0,30.0,-9.0,349.0,972.0,234.0,76.0,1312.0,Championship 2019-2020,championship,2019-2020,2019
vs Wigan Athletic,30,46.0,14974.0,20475.0,73.1,283952.0,118802.0,6652.0,7932.0,83.9,5857.0,7364.0,79.5,2084.0,4025.0,51.8,41.0,45.1,41.1,-4.1,406.0,1318.0,347.0,104.0,1685.0,Championship 2019-2020,championship,2019-2020,2019
vs Augsburg,30,34.0,13895.0,17792.0,78.1,260292.0,96997.0,5671.0,6655.0,85.2,5919.0,6977.0,84.8,1850.0,3100.0,59.7,50.0,47.6,42.9,2.4,399.0,1064.0,278.0,68.0,1445.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Bayern Munich,24,34.0,9169.0,12463.0,73.6,170858.0,69464.0,3950.0,4723.0,83.6,3691.0,4476.0,82.5,1226.0,2463.0,49.8,22.0,16.5,16.4,5.5,181.0,603.0,104.0,31.0,766.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Dortmund,23,34.0,12337.0,15855.0,77.8,229458.0,82942.0,5093.0,5936.0,85.8,5192.0,6138.0,84.6,1628.0,2763.0,58.9,25.0,25.1,29.6,-0.1,243.0,890.0,260.0,74.0,1290.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Düsseldorf,24,34.0,16201.0,19758.0,82.0,288352.0,101712.0,7299.0,8193.0,89.1,6772.0,7770.0,87.2,1718.0,2807.0,61.2,35.0,42.7,43.0,-7.7,350.0,1296.0,277.0,80.0,1654.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Eint Frankfurt,30,34.0,12853.0,17072.0,75.3,237692.0,94270.0,5600.0,6624.0,84.5,5134.0,6187.0,83.0,1709.0,3056.0,55.9,38.0,39.9,39.5,-1.9,347.0,968.0,280.0,82.0,1370.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Freiburg,28,34.0,15522.0,19165.0,81.0,291096.0,100095.0,6311.0,7140.0,88.4,6852.0,7875.0,87.0,1947.0,3172.0,61.4,46.0,44.6,44.8,1.4,386.0,1209.0,320.0,86.0,1537.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Gladbach,22,34.0,13859.0,17142.0,80.8,252277.0,89380.0,5918.0,6643.0,89.1,5840.0,6701.0,87.2,1646.0,2757.0,59.7,27.0,37.4,40.4,-10.4,339.0,963.0,254.0,69.0,1334.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Hannover 96,32,34.0,13724.0,17626.0,77.9,251328.0,93519.0,5969.0,6900.0,86.5,5565.0,6618.0,84.1,1739.0,2985.0,58.3,50.0,48.5,52.5,1.5,443.0,1149.0,359.0,101.0,1533.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Hertha BSC,26,34.0,13672.0,17667.0,77.4,242323.0,91389.0,6142.0,7093.0,86.6,5525.0,6608.0,83.6,1524.0,2818.0,54.1,43.0,46.6,46.8,-3.6,376.0,1105.0,291.0,69.0,1493.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Hoffenheim,29,34.0,11999.0,15611.0,76.9,222155.0,88924.0,5155.0,5996.0,86.0,4942.0,5896.0,83.8,1528.0,2699.0,56.6,31.0,35.3,37.1,-4.3,359.0,933.0,302.0,76.0,1348.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Leverkusen,21,34.0,10756.0,14540.0,74.0,200012.0,78888.0,4585.0,5480.0,83.7,4361.0,5366.0,81.3,1435.0,2648.0,54.2,35.0,32.8,28.7,2.2,294.0,794.0,214.0,61.0,1187.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Mainz 05,28,34.0,14350.0,18311.0,78.4,263472.0,99606.0,6188.0,7107.0,87.1,5943.0,7052.0,84.3,1790.0,3045.0,58.8,46.0,45.2,44.2,0.8,385.0,1000.0,291.0,84.0,1439.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Nürnberg,27,34.0,16091.0,19664.0,81.8,294074.0,101869.0,6746.0,7568.0,89.1,6987.0,8026.0,87.1,1883.0,3024.0,62.3,45.0,39.1,44.1,5.9,393.0,1339.0,334.0,91.0,1862.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs RB Leipzig,23,34.0,12788.0,17249.0,74.1,241968.0,89922.0,5204.0,6144.0,84.7,5416.0,6602.0,82.0,1769.0,3324.0,53.2,16.0,27.3,28.6,-11.3,224.0,761.0,193.0,54.0,1158.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Schalke 04,32,34.0,13754.0,17542.0,78.4,248708.0,90373.0,5706.0,6632.0,86.0,5865.0,6872.0,85.3,1627.0,2786.0,58.4,35.0,32.6,30.2,2.4,324.0,871.0,239.0,60.0,1317.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Stuttgart,26,34.0,14307.0,18252.0,78.4,258925.0,95081.0,6123.0,7064.0,86.7,6026.0,7078.0,85.1,1683.0,2936.0,57.3,48.0,39.4,42.0,8.6,375.0,1105.0,294.0,82.0,1461.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Werder Bremen,24,34.0,12854.0,16798.0,76.5,241207.0,90221.0,5408.0,6315.0,85.6,5050.0,6067.0,83.2,1869.0,3156.0,59.2,36.0,40.5,38.6,-4.5,341.0,919.0,258.0,67.0,1322.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Wolfsburg,25,34.0,11248.0,15131.0,74.3,205089.0,81906.0,5038.0,5941.0,84.8,4444.0,5554.0,80.0,1407.0,2662.0,52.9,36.0,34.8,35.2,1.2,335.0,994.0,244.0,71.0,1369.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
vs Arsenal,28,38.0,12313.0,16319.0,75.5,218281.0,85800.0,5823.0,6698.0,86.9,4500.0,5597.0,80.4,1500.0,2840.0,52.8,32.0,36.8,31.7,-4.8,367.0,973.0,288.0,65.0,1279.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Bournemouth,28,38.0,16091.0,20430.0,78.8,277973.0,97717.0,7637.0,8629.0,88.5,6097.0,7231.0,84.3,1709.0,3238.0,52.8,48.0,39.0,36.3,9.0,385.0,1267.0,350.0,74.0,1675.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Brighton,21,38.0,17677.0,21902.0,80.7,291899.0,97168.0,8772.0,9872.0,88.9,6753.0,7880.0,85.7,1482.0,2868.0,51.7,39.0,38.7,38.7,0.3,426.0,1316.0,370.0,74.0,1830.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Burnley,23,38.0,16631.0,21331.0,78.0,287084.0,101192.0,7841.0,8946.0,87.6,6394.0,7673.0,83.3,1753.0,3363.0,52.1,43.0,45.2,41.7,-2.2,503.0,1187.0,385.0,103.0,1721.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Cardiff City,25,38.0,17574.0,22088.0,79.6,287097.0,106936.0,8802.0,9958.0,88.4,6446.0,7742.0,83.3,1535.0,2833.0,54.2,53.0,43.4,37.4,9.6,439.0,1261.0,360.0,56.0,1723.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Chelsea,24,38.0,12084.0,15784.0,76.6,227292.0,84904.0,5137.0,5934.0,86.6,4930.0,5813.0,84.8,1629.0,3020.0,53.9,30.0,27.2,24.8,2.8,256.0,887.0,235.0,70.0,1127.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Crystal Palace,26,38.0,16735.0,20996.0,79.7,296420.0,103194.0,7882.0,9030.0,87.3,6305.0,7413.0,85.1,1967.0,3238.0,60.7,35.0,35.7,33.7,-0.7,389.0,1469.0,331.0,91.0,1894.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Everton,23,38.0,13146.0,17729.0,74.1,233950.0,90410.0,6047.0,7110.0,85.0,5045.0,6259.0,80.6,1543.0,3100.0,49.8,24.0,31.2,31.1,-7.2,288.0,1002.0,255.0,57.0,1360.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Fulham,28,38.0,16080.0,20508.0,78.4,285688.0,103831.0,7371.0,8429.0,87.4,6152.0,7397.0,83.2,1897.0,3317.0,57.2,59.0,48.2,40.1,10.8,426.0,1259.0,382.0,101.0,1716.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Huddersfield,31,38.0,15904.0,20248.0,78.5,273887.0,101737.0,7466.0,8591.0,86.9,6201.0,7373.0,84.1,1614.0,2911.0,55.4,56.0,45.2,36.1,10.8,407.0,1241.0,314.0,68.0,1590.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Leicester City,25,38.0,14135.0,18601.0,76.0,242955.0,90894.0,6766.0,7803.0,86.7,5322.0,6533.0,81.5,1495.0,2935.0,50.9,36.0,30.7,30.5,5.3,301.0,1126.0,273.0,52.0,1465.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Liverpool,23,38.0,11572.0,15810.0,73.2,202870.0,80749.0,5535.0,6452.0,85.8,4228.0,5296.0,79.8,1327.0,2872.0,46.2,16.0,20.2,20.2,-4.2,221.0,795.0,203.0,59.0,1047.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Manchester City,21,38.0,9950.0,13564.0,73.4,181073.0,73759.0,4566.0,5339.0,85.5,3733.0,4587.0,81.4,1253.0,2679.0,46.8,14.0,17.6,16.3,-3.6,179.0,610.0,166.0,41.0,802.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Manchester Utd,28,38.0,13430.0,17529.0,76.6,224440.0,85856.0,6749.0,7598.0,88.8,4761.0,5847.0,81.4,1330.0,2804.0,47.4,37.0,36.7,34.1,0.3,371.0,1027.0,288.0,66.0,1336.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Newcastle Utd,24,38.0,18449.0,23109.0,79.8,315246.0,107717.0,8766.0,9981.0,87.8,7050.0,8324.0,84.7,1900.0,3222.0,59.0,32.0,39.5,39.3,-7.5,349.0,1441.0,381.0,96.0,1868.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Southampton,30,38.0,16244.0,21051.0,77.2,282476.0,101329.0,7503.0,8704.0,86.2,6346.0,7649.0,83.0,1724.0,3166.0,54.5,49.0,40.7,36.2,8.3,383.0,1164.0,343.0,79.0,1574.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Tottenham,28,38.0,11840.0,15982.0,74.1,217278.0,86532.0,5431.0,6334.0,85.7,4181.0,5215.0,80.2,1691.0,3167.0,53.4,28.0,33.6,29.1,-5.6,342.0,933.0,255.0,72.0,1198.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Watford,25,38.0,15141.0,19586.0,77.3,264051.0,97503.0,7193.0,8267.0,87.0,5622.0,6834.0,82.3,1704.0,3104.0,54.9,38.0,39.5,37.2,-1.5,351.0,1200.0,344.0,89.0,1605.0,Premier League 2018-2019,premier league,2018-2019,2018
vs West Ham,26,38.0,15357.0,19548.0,78.6,258831.0,99119.0,7503.0,8474.0,88.5,5716.0,6817.0,83.8,1528.0,2825.0,54.1,40.0,46.7,40.2,-6.7,389.0,1322.0,336.0,73.0,1781.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Wolves,21,38.0,16749.0,21077.0,79.5,286755.0,98460.0,7853.0,8839.0,88.8,6604.0,7767.0,85.0,1654.0,3076.0,53.8,32.0,27.7,29.4,4.3,312.0,1158.0,284.0,58.0,1573.0,Premier League 2018-2019,premier league,2018-2019,2018
vs Alavés,26,38.0,14913.0,19419.0,76.8,276008.0,101430.0,6535.0,7568.0,86.4,6103.0,7324.0,83.3,1898.0,3487.0,54.4,31.0,36.6,36.4,-5.6,362.0,1307.0,365.0,88.0,1843.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Athletic Club,27,38.0,13325.0,17674.0,75.4,241725.0,94220.0,5998.0,6949.0,86.3,5161.0,6360.0,81.1,1696.0,3219.0,52.7,32.0,33.9,31.0,-1.9,279.0,1026.0,239.0,82.0,1317.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Atlético Madrid,29,38.0,15714.0,19648.0,80.0,292029.0,101682.0,6809.0,7753.0,87.8,6480.0,7601.0,85.3,2028.0,3316.0,61.2,15.0,29.2,26.7,-14.2,315.0,1273.0,279.0,77.0,1651.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Barcelona,30,38.0,11210.0,14681.0,76.4,200778.0,79040.0,5320.0,6078.0,87.5,4168.0,5053.0,82.5,1370.0,2612.0,52.5,25.0,34.3,29.6,-9.3,299.0,760.0,237.0,70.0,1092.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Betis,25,38.0,10604.0,14082.0,75.3,191886.0,75862.0,4788.0,5470.0,87.5,4120.0,4963.0,83.0,1321.0,2635.0,50.1,42.0,37.2,33.6,4.8,321.0,819.0,259.0,67.0,1153.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Celta Vigo,28,38.0,13631.0,17612.0,77.4,245633.0,91783.0,6380.0,7294.0,87.5,5145.0,6195.0,83.1,1698.0,3087.0,55.0,41.0,43.5,39.6,-2.5,370.0,1177.0,330.0,102.0,1503.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Eibar,25,38.0,10922.0,15956.0,68.5,206696.0,91696.0,4921.0,6084.0,80.9,4070.0,5435.0,74.9,1622.0,3380.0,48.0,39.0,37.2,29.7,1.8,252.0,744.0,215.0,60.0,1070.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Espanyol,25,38.0,14249.0,18279.0,78.0,259735.0,94116.0,6331.0,7221.0,87.7,5614.0,6736.0,83.3,1833.0,3261.0,56.2,26.0,35.9,35.0,-9.9,386.0,1163.0,301.0,93.0,1585.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Getafe,26,38.0,14702.0,19627.0,74.9,268246.0,103844.0,6604.0,7765.0,85.0,5767.0,7067.0,81.6,1846.0,3533.0,52.3,18.0,29.8,29.8,-11.8,267.0,1107.0,245.0,66.0,1385.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Girona,26,38.0,14706.0,18884.0,77.9,264914.0,99598.0,6716.0,7699.0,87.2,5958.0,7040.0,84.6,1656.0,3129.0,52.9,34.0,38.0,35.6,-4.0,386.0,1183.0,325.0,80.0,1624.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Huesca,30,38.0,14546.0,18822.0,77.3,264799.0,98493.0,6398.0,7342.0,87.1,5951.0,7078.0,84.1,1749.0,3270.0,53.5,46.0,43.1,40.1,2.9,334.0,1207.0,300.0,66.0,1576.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Leganés,29,38.0,16214.0,20639.0,78.6,300068.0,100295.0,6836.0,7826.0,87.3,6835.0,8045.0,85.0,2025.0,3622.0,55.9,27.0,28.6,30.4,-1.6,285.0,1277.0,278.0,89.0,1596.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Levante,26,38.0,13968.0,17889.0,78.1,253236.0,96118.0,6354.0,7213.0,88.1,5483.0,6551.0,83.7,1724.0,3121.0,55.2,41.0,51.4,47.4,-10.4,521.0,1068.0,374.0,103.0,1553.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Rayo Vallecano,29,38.0,13416.0,17602.0,76.2,250949.0,95976.0,5813.0,6721.0,86.5,5391.0,6499.0,83.0,1830.0,3275.0,55.9,51.0,41.0,38.1,10.0,326.0,1203.0,327.0,94.0,1557.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Real Madrid,27,38.0,12483.0,16019.0,77.9,221205.0,86266.0,5911.0,6674.0,88.6,4727.0,5617.0,84.2,1436.0,2676.0,53.7,32.0,33.0,27.3,-1.0,282.0,902.0,209.0,60.0,1158.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Real Sociedad,30,38.0,13338.0,17566.0,75.9,246660.0,91628.0,5876.0,6814.0,86.2,5123.0,6225.0,82.3,1863.0,3370.0,55.3,30.0,34.2,34.2,-4.2,316.0,1063.0,284.0,94.0,1407.0,La Liga 2018-2019,la liga,2018-2019,2018
vs Sevilla,27,38.0,13190.0,17254.0,76.4,243512.0,94681.0,5859.0,6810.0,86.0,5203.0,6303.0,82.5,1734.0,3144.0,55.2,29.0,31.2,30.9,-2.2,354.0,1041.0,263.0,68.0,1407.0,La Liga 2018-2019,la liga,2018-2019,2018
