Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
Nott'ham Forest,33,38.0,9543.0,13606.0,70.1,177315.0,72656.0,4046.0,4952.0,81.7,4071.0,5126.0,79.4,1187.0,2708.0,43.8,22,26.3,20.5,-4.3,246.0,660.0,172.0,50.0,859.0,Premier League 2022-2023,premier league,2022-2023,2022
Southampton,36,38.0,12319.0,16391.0,75.2,211636.0,79814.0,5972.0,6925.0,86.2,4830.0,5823.0,82.9,1170.0,2625.0,44.6,25,28.1,26.0,-3.1,302.0,938.0,239.0,71.0,1125.0,Premier League 2022-2023,premier league,2022-2023,2022
Tottenham,29,38.0,15972.0,19672.0,81.2,277567.0,92695.0,7333.0,8180.0,89.6,6707.0,7682.0,87.3,1499.0,2669.0,56.2,46,43.0,34.0,3.0,386.0,1071.0,323.0,104.0,1449.0,Premier League 2022-2023,premier league,2022-2023,2022
West Ham,25,38.0,12369.0,16357.0,75.6,219013.0,84296.0,5883.0,6778.0,86.8,4784.0,5831.0,82.0,1383.0,2753.0,50.2,25,32.7,26.8,-7.7,340.0,990.0,212.0,80.0,1274.0,Premier League 2022-2023,premier league,2022-2023,2022
Wolves,32,38.0,14554.0,18294.0,79.6,264071.0,87310.0,6350.0,7195.0,88.3,6306.0,7257.0,86.9,1574.0,2890.0,54.5,12,25.4,21.0,-13.4,294.0,1110.0,252.0,71.0,1343.0,Premier League 2022-2023,premier league,2022-2023,2022
Almería,29,38.0,12151.0,15855.0,76.6,225475.0,89276.0,5232.0,6003.0,87.2,5084.0,6022.0,84.4,1512.0,2911.0,51.9,33,32.5,28.1,0.5,316.0,846.0,218.0,81.0,1090.0,La Liga 2022-2023,la liga,2022-2023,2022
Athletic Club,26,38.0,14440.0,18630.0,77.5,261620.0,96037.0,6451.0,7431.0,86.8,6030.0,7262.0,83.0,1634.0,2878.0,56.8,33,38.9,35.7,-5.9,413.0,1385.0,341.0,107.0,1816.0,La Liga 2022-2023,la liga,2022-2023,2022
Atlético Madrid,27,38.0,16814.0,20488.0,82.1,277627.0,101839.0,8616.0,9432.0,91.3,6028.0,7038.0,85.6,1549.0,2765.0,56.0,51,48.0,40.0,3.0,418.0,1200.0,335.0,68.0,1571.0,La Liga 2022-2023,la liga,2022-2023,2022
Barcelona,29,38.0,21298.0,24733.0,86.1,364375.0,115139.0,10267.0,11175.0,91.9,8599.0,9543.0,90.1,1990.0,2923.0,68.1,56,60.1,66.6,-4.1,449.0,1859.0,482.0,104.0,2182.0,La Liga 2022-2023,la liga,2022-2023,2022
Betis,30,38.0,14678.0,18249.0,80.4,245275.0,92460.0,7288.0,8070.0,90.3,5334.0,6273.0,85.0,1432.0,2667.0,53.7,26,34.6,31.7,-8.6,310.0,988.0,270.0,54.0,1272.0,La Liga 2022-2023,la liga,2022-2023,2022
Cádiz,38,38.0,9940.0,13952.0,71.2,190101.0,78677.0,4341.0,5147.0,84.3,3874.0,4864.0,79.6,1452.0,3117.0,46.6,20,27.7,24.7,-7.7,269.0,830.0,192.0,93.0,969.0,La Liga 2022-2023,la liga,2022-2023,2022
Celta Vigo,26,38.0,14700.0,18499.0,79.5,267004.0,91075.0,6259.0,7148.0,87.6,6536.0,7569.0,86.4,1565.0,2844.0,55.0,31,30.8,31.6,0.2,353.0,1143.0,274.0,77.0,1403.0,La Liga 2022-2023,la liga,2022-2023,2022
Elche,32,38.0,12051.0,15758.0,76.5,218542.0,87460.0,5427.0,6202.0,87.5,4762.0,5677.0,83.9,1477.0,2793.0,52.9,21,27.1,26.2,-6.1,313.0,941.0,211.0,82.0,1197.0,La Liga 2022-2023,la liga,2022-2023,2022
Espanyol,33,38.0,10827.0,14698.0,73.7,208293.0,86401.0,4483.0,5312.0,84.4,4607.0,5640.0,81.7,1483.0,2971.0,49.9,31,35.0,30.2,-4.0,319.0,906.0,233.0,83.0,1146.0,La Liga 2022-2023,la liga,2022-2023,2022
Getafe,25,38.0,9690.0,14126.0,68.6,189556.0,83925.0,4104.0,5044.0,81.4,3760.0,4936.0,76.2,1502.0,3175.0,47.3,21,22.5,24.0,-1.5,248.0,844.0,214.0,94.0,1003.0,La Liga 2022-2023,la liga,2022-2023,2022
Girona,29,38.0,15146.0,18604.0,81.4,264810.0,95707.0,7006.0,7806.0,89.8,6295.0,7222.0,87.2,1449.0,2560.0,56.6,41,37.5,35.4,3.5,366.0,1086.0,265.0,91.0,1378.0,La Liga 2022-2023,la liga,2022-2023,2022
Mallorca,31,38.0,10451.0,14261.0,73.3,199896.0,84037.0,4575.0,5313.0,86.1,4184.0,5157.0,81.1,1424.0,2932.0,48.6,27,26.5,23.1,0.5,252.0,815.0,182.0,69.0,948.0,La Liga 2022-2023,la liga,2022-2023,2022
Osasuna,26,38.0,12725.0,16835.0,75.6,242236.0,95597.0,5565.0,6377.0,87.3,5130.0,6255.0,82.0,1759.0,3323.0,52.9,30,28.4,31.7,1.6,322.0,1140.0,271.0,114.0,1356.0,La Liga 2022-2023,la liga,2022-2023,2022
Rayo Vallecano,28,38.0,13497.0,17666.0,76.4,251321.0,91899.0,5811.0,6629.0,87.7,5654.0,6716.0,84.2,1717.0,3329.0,51.6,29,30.0,29.7,-1.0,386.0,1247.0,269.0,102.0,1390.0,La Liga 2022-2023,la liga,2022-2023,2022
Real Madrid,26,38.0,22082.0,25012.0,88.3,357586.0,113878.0,11462.0,12245.0,93.6,8069.0,8810.0,91.6,1812.0,2595.0,69.8,56,56.8,56.6,-0.8,522.0,1880.0,384.0,50.0,2017.0,La Liga 2022-2023,la liga,2022-2023,2022
Real Sociedad,30,38.0,15324.0,19134.0,80.1,269422.0,96159.0,6955.0,7910.0,87.9,6451.0,7502.0,86.0,1505.0,2659.0,56.6,36,39.7,36.4,-3.7,346.0,1145.0,290.0,65.0,1483.0,La Liga 2022-2023,la liga,2022-2023,2022
Sevilla,35,38.0,15379.0,19193.0,80.1,273953.0,95369.0,7106.0,7918.0,89.7,6324.0,7354.0,86.0,1599.0,2958.0,54.1,31,32.0,34.0,-1.0,341.0,1230.0,302.0,95.0,1513.0,La Liga 2022-2023,la liga,2022-2023,2022
Valencia,28,38.0,13592.0,17492.0,77.7,240816.0,86465.0,6320.0,7184.0,88.0,5505.0,6588.0,83.6,1420.0,2753.0,51.6,23,32.5,35.8,-9.5,355.0,1155.0,302.0,111.0,1472.0,La Liga 2022-2023,la liga,2022-2023,2022
Valladolid,36,38.0,12627.0,16425.0,76.9,238766.0,87767.0,5273.0,6049.0,87.2,5251.0,6199.0,84.7,1734.0,3141.0,55.2,24,28.4,24.4,-4.4,324.0,969.0,223.0,92.0,1244.0,La Liga 2022-2023,la liga,2022-2023,2022
Villarreal,32,38.0,16634.0,19862.0,83.7,295552.0,101196.0,7381.0,8147.0,90.6,7101.0,7924.0,89.6,1743.0,2737.0,63.7,33,43.2,38.3,-10.2,374.0,1304.0,349.0,52.0,1622.0,La Liga 2022-2023,la liga,2022-2023,2022
Atalanta,27,38.0,15462.0,19507.0,79.3,267971.0,97492.0,7245.0,8234.0,88.0,6234.0,7350.0,84.8,1525.0,2778.0,54.9,42,42.7,40.8,-0.7,405.0,1184.0,385.0,89.0,1637.0,Serie A 2022-2023,serie a,2022-2023,2022
Bologna,27,38.0,16763.0,20552.0,81.6,290293.0,103110.0,7901.0,8808.0,89.7,6726.0,7738.0,86.9,1675.0,2874.0,58.3,41,31.5,26.0,9.5,371.0,1120.0,246.0,67.0,1366.0,Serie A 2022-2023,serie a,2022-2023,2022
Cremonese,33,38.0,10872.0,15041.0,72.3,200114.0,82419.0,4733.0,5616.0,84.3,4640.0,5790.0,80.1,1236.0,2782.0,44.4,18,24.3,21.9,-6.3,325.0,936.0,275.0,107.0,1107.0,Serie A 2022-2023,serie a,2022-2023,2022
Empoli,32,38.0,13199.0,16862.0,78.3,234132.0,88608.0,5889.0,6670.0,88.3,5521.0,6484.0,85.1,1395.0,2669.0,52.3,20,26.8,24.1,-6.8,322.0,776.0,245.0,76.0,1114.0,Serie A 2022-2023,serie a,2022-2023,2022
Fiorentina,30,38.0,15373.0,19236.0,79.9,294347.0,99945.0,6120.0,6942.0,88.2,6799.0,7859.0,86.5,2111.0,3485.0,60.6,37,40.2,36.7,-3.2,462.0,1219.0,353.0,121.0,1627.0,Serie A 2022-2023,serie a,2022-2023,2022
Hellas Verona,36,38.0,9481.0,13807.0,68.7,186844.0,85475.0,3784.0,4825.0,78.4,4041.0,5180.0,78.0,1394.0,2872.0,48.5,22,28.1,23.0,-6.1,304.0,861.0,232.0,88.0,1063.0,Serie A 2022-2023,serie a,2022-2023,2022
Inter,25,38.0,17693.0,21281.0,83.1,320024.0,109417.0,7531.0,8348.0,90.2,7877.0,8900.0,88.5,1858.0,3042.0,61.1,50,51.8,46.8,-1.8,479.0,1272.0,390.0,134.0,1624.0,Serie A 2022-2023,serie a,2022-2023,2022
Juventus,29,38.0,15226.0,18690.0,81.5,285025.0,99282.0,6319.0,7141.0,88.5,6719.0,7633.0,88.0,1910.0,3085.0,61.9,41,39.8,29.8,1.2,404.0,1163.0,295.0,90.0,1394.0,Serie A 2022-2023,serie a,2022-2023,2022
Lazio,24,38.0,18135.0,21629.0,83.8,293491.0,106673.0,9434.0,10386.0,90.8,6408.0,7337.0,87.3,1635.0,2620.0,62.4,37,34.3,30.0,2.7,325.0,1214.0,283.0,44.0,1381.0,Serie A 2022-2023,serie a,2022-2023,2022
Lecce,29,38.0,10083.0,14358.0,70.2,188701.0,76019.0,4285.0,5217.0,82.1,4134.0,5229.0,79.1,1351.0,3015.0,44.8,21,25.3,20.6,-4.3,313.0,965.0,218.0,79.0,1232.0,Serie A 2022-2023,serie a,2022-2023,2022
Milan,30,38.0,15948.0,19734.0,80.8,289152.0,100822.0,6781.0,7765.0,87.3,6974.0,7961.0,87.6,1800.0,2995.0,60.1,49,46.0,39.2,3.0,416.0,1165.0,359.0,88.0,1584.0,Serie A 2022-2023,serie a,2022-2023,2022
Monza,31,38.0,17198.0,20724.0,83.0,308969.0,105210.0,7443.0,8250.0,90.2,7577.0,8569.0,88.4,1777.0,2898.0,61.3,31,33.8,28.7,-2.8,312.0,1154.0,278.0,71.0,1362.0,Serie A 2022-2023,serie a,2022-2023,2022
Napoli,27,38.0,21086.0,24473.0,86.2,349837.0,113047.0,10412.0,11275.0,92.3,8149.0,9116.0,89.4,1839.0,2748.0,66.9,57,46.8,42.9,10.2,490.0,1638.0,411.0,89.0,1804.0,Serie A 2022-2023,serie a,2022-2023,2022
Roma,30,38.0,14171.0,17814.0,79.5,257681.0,88761.0,6089.0,6899.0,88.3,6074.0,7077.0,85.8,1659.0,2915.0,56.9,33,39.1,33.4,-6.1,368.0,960.0,261.0,56.0,1217.0,Serie A 2022-2023,serie a,2022-2023,2022
Salernitana,30,38.0,12667.0,16508.0,76.7,223947.0,85787.0,5739.0,6539.0,87.8,5160.0,6153.0,83.9,1342.0,2755.0,48.7,34,26.9,20.8,7.1,280.0,845.0,209.0,70.0,1089.0,Serie A 2022-2023,serie a,2022-2023,2022
Sampdoria,40,38.0,12606.0,16575.0,76.1,231539.0,88820.0,5369.0,6223.0,86.3,5427.0,6538.0,83.0,1489.0,2830.0,52.6,18,24.4,25.1,-6.4,272.0,886.0,241.0,74.0,1126.0,Serie A 2022-2023,serie a,2022-2023,2022
Sassuolo,31,38.0,14805.0,18306.0,80.9,269825.0,99100.0,6480.0,7323.0,88.5,6109.0,7036.0,86.8,1835.0,2980.0,61.6,30,36.1,31.5,-6.1,371.0,1092.0,328.0,82.0,1565.0,Serie A 2022-2023,serie a,2022-2023,2022
Spezia,34,38.0,12399.0,16501.0,75.1,215537.0,84262.0,5772.0,6701.0,86.1,4973.0,6020.0,82.6,1235.0,2696.0,45.8,18,29.3,26.8,-11.3,289.0,928.0,267.0,84.0,1163.0,Serie A 2022-2023,serie a,2022-2023,2022
Torino,28,38.0,15376.0,19336.0,79.5,275969.0,93628.0,6788.0,7659.0,88.6,6681.0,7680.0,87.0,1502.0,2948.0,50.9,34,35.0,30.1,-1.0,375.0,1159.0,274.0,89.0,1328.0,Serie A 2022-2023,serie a,2022-2023,2022
Udinese,30,38.0,13391.0,16790.0,79.8,246847.0,93352.0,5689.0,6485.0,87.7,5719.0,6627.0,86.3,1624.0,2751.0,59.0,41,37.8,33.3,3.2,384.0,1009.0,295.0,70.0,1354.0,Serie A 2022-2023,serie a,2022-2023,2022
Ajaccio,36,38.0,11216.0,15286.0,73.4,206467.0,81586.0,4741.0,5780.0,82.0,4578.0,5701.0,80.3,1448.0,2889.0,50.1,12,22.8,23.4,-10.8,234.0,954.0,188.0,71.0,1169.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Angers,33,38.0,14103.0,17463.0,80.8,252709.0,88748.0,5934.0,6810.0,87.1,6249.0,7208.0,86.7,1435.0,2536.0,56.6,18,28.0,27.6,-10.0,276.0,1124.0,214.0,65.0,1393.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Auxerre,33,38.0,12386.0,15989.0,77.5,240572.0,90967.0,4837.0,5709.0,84.7,5262.0,6177.0,85.2,1838.0,3237.0,56.8,17,27.3,25.6,-10.3,301.0,1020.0,243.0,82.0,1284.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Brest,29,38.0,12486.0,16452.0,75.9,242407.0,93329.0,4874.0,5833.0,83.6,5395.0,6456.0,83.6,1807.0,3246.0,55.7,28,29.5,30.9,-1.5,314.0,1027.0,243.0,94.0,1311.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Clermont Foot,28,38.0,14212.0,17961.0,79.1,256952.0,96617.0,6081.0,7055.0,86.2,6018.0,7037.0,85.5,1613.0,2887.0,55.9,26,27.7,28.5,-1.7,267.0,1004.0,239.0,62.0,1304.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Lens,29,38.0,17809.0,21203.0,84.0,307973.0,105609.0,7942.0,8840.0,89.8,7624.0,8652.0,88.1,1618.0,2642.0,61.2,49,47.4,45.6,1.6,395.0,1547.0,354.0,105.0,1829.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Lille,26,38.0,19266.0,22826.0,84.4,325045.0,109059.0,8924.0,9956.0,89.6,8012.0,8981.0,89.2,1622.0,2635.0,61.6,40,46.4,52.2,-6.4,421.0,1602.0,398.0,61.0,1982.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Lorient,30,38.0,14837.0,18087.0,82.0,248618.0,91944.0,6810.0,7694.0,88.5,6246.0,7147.0,87.4,1173.0,2192.0,53.5,32,29.4,26.5,2.6,295.0,994.0,240.0,38.0,1329.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Lyon,29,38.0,18956.0,22698.0,83.5,326617.0,110346.0,8477.0,9572.0,88.6,8134.0,9170.0,88.7,1688.0,2738.0,61.7,45,45.1,54.5,-0.1,393.0,1575.0,381.0,76.0,1883.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Marseille,30,38.0,16817.0,20689.0,81.3,300757.0,97471.0,7113.0,8165.0,87.1,7385.0,8560.0,86.3,1744.0,2795.0,62.4,38,47.0,47.7,-9.0,397.0,1555.0,443.0,98.0,1919.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Monaco,27,38.0,14414.0,18378.0,78.4,263795.0,99640.0,5987.0,7079.0,84.6,6203.0,7320.0,84.7,1718.0,2930.0,58.6,47,42.2,41.9,4.8,358.0,1373.0,374.0,59.0,1820.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Montpellier,31,38.0,12420.0,16221.0,76.6,223908.0,86793.0,5391.0,6416.0,84.0,4978.0,5904.0,84.3,1511.0,2866.0,52.7,41,34.3,29.5,6.7,310.0,906.0,215.0,60.0,1250.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Nantes,29,38.0,13283.0,17169.0,77.4,249004.0,92349.0,5334.0,6308.0,84.6,5788.0,6906.0,83.8,1710.0,3062.0,55.8,27,31.8,29.8,-4.8,330.0,1217.0,248.0,103.0,1565.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Nice,34,38.0,17325.0,20784.0,83.4,302310.0,104293.0,7763.0,8659.0,89.7,7395.0,8322.0,88.9,1612.0,2744.0,58.7,32,39.3,36.2,-7.3,389.0,1195.0,294.0,81.0,1534.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Paris S-G,26,38.0,23694.0,26476.0,89.5,370887.0,117063.0,12058.0,13038.0,92.5,8984.0,9684.0,92.8,1551.0,2115.0,73.3,62,56.8,67.8,5.2,435.0,1901.0,479.0,46.0,2029.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Reims,34,38.0,13670.0,17565.0,77.8,255023.0,95219.0,5346.0,6462.0,82.7,6288.0,7422.0,84.7,1634.0,2771.0,59.0,31,43.4,41.1,-12.4,383.0,1234.0,323.0,87.0,1717.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Rennes,32,38.0,17618.0,21193.0,83.1,329357.0,104782.0,6547.0,7582.0,86.3,8678.0,9724.0,89.2,1943.0,2973.0,65.4,47,45.4,45.9,1.6,396.0,1422.0,378.0,75.0,1922.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Strasbourg,29,38.0,13337.0,17277.0,77.2,243280.0,88687.0,5565.0,6548.0,85.0,5799.0,6916.0,83.8,1518.0,2902.0,52.3,28,32.1,39.2,-4.1,324.0,1110.0,313.0,97.0,1351.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Toulouse,29,38.0,15392.0,19236.0,80.0,275031.0,102525.0,6715.0,7800.0,86.1,6477.0,7508.0,86.3,1671.0,2815.0,59.4,33,35.8,34.8,-2.8,329.0,1259.0,297.0,59.0,1737.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Troyes,32,38.0,12751.0,16193.0,78.7,226331.0,85483.0,5580.0,6477.0,86.2,5447.0,6399.0,85.1,1278.0,2441.0,52.4,26,27.9,24.6,-1.9,303.0,941.0,206.0,63.0,1235.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
Ajax,30,34.0,19487.0,23012.0,84.7,329852.0,113334.0,9203.0,10183.0,90.4,8186.0,9143.0,89.5,1576.0,2534.0,62.2,66,61.5,86.8,4.5,501.0,1853.0,629.0,91.0,2313.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
AZ Alkmaar,29,34.0,15010.0,18534.0,81.0,268341.0,91506.0,6553.0,7356.0,89.1,6471.0,7427.0,87.1,1550.0,2722.0,56.9,48,44.5,50.0,3.5,402.0,1262.0,387.0,67.0,1666.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Cambuur,31,34.0,11225.0,14935.0,75.2,221373.0,82211.0,4251.0,5081.0,83.7,5089.0,6063.0,83.9,1650.0,3046.0,54.2,16,29.2,30.4,-13.2,278.0,860.0,199.0,84.0,1129.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Emmen,30,34.0,12708.0,16471.0,77.2,225686.0,81940.0,5814.0,6627.0,87.7,5085.0,6044.0,84.1,1416.0,2853.0,49.6,19,27.1,35.1,-8.1,260.0,1026.0,219.0,65.0,1134.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Excelsior,28,34.0,9947.0,13609.0,73.1,193126.0,79741.0,4031.0,4897.0,82.3,4245.0,5191.0,81.8,1435.0,2767.0,51.9,24,25.8,29.0,-1.8,253.0,839.0,227.0,61.0,1094.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Feyenoord,30,34.0,16340.0,19874.0,82.2,283536.0,94610.0,7327.0,8206.0,89.3,7123.0,8157.0,87.3,1453.0,2473.0,58.8,60,50.4,57.4,9.6,535.0,1514.0,419.0,115.0,1906.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Fortuna Sittard,28,34.0,10397.0,14054.0,74.0,205215.0,84069.0,4001.0,4792.0,83.5,4537.0,5511.0,82.3,1564.0,2929.0,53.4,22,24.3,28.4,-2.3,284.0,852.0,216.0,84.0,1036.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Go Ahead Eag,27,34.0,11378.0,15127.0,75.2,211638.0,88193.0,4812.0,5704.0,84.4,4863.0,5869.0,82.9,1409.0,2729.0,51.6,25,31.5,33.7,-6.5,326.0,942.0,275.0,76.0,1232.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Groningen,36,34.0,10823.0,14541.0,74.4,209825.0,73851.0,4235.0,5028.0,84.2,4776.0,5673.0,84.2,1518.0,2949.0,51.5,23,25.2,28.8,-2.2,270.0,871.0,218.0,64.0,1062.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Heerenveen,26,34.0,13386.0,17076.0,78.4,242536.0,89231.0,5972.0,6811.0,87.7,5476.0,6489.0,84.4,1574.0,2841.0,55.4,29,29.7,34.9,-0.7,320.0,1071.0,288.0,90.0,1245.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
NEC Nijmegen,22,34.0,12788.0,16185.0,79.0,226005.0,88079.0,5787.0,6561.0,88.2,5163.0,6071.0,85.0,1388.0,2529.0,54.9,32,35.3,36.0,-3.3,335.0,937.0,219.0,64.0,1256.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
PSV Eindhoven,32,34.0,15431.0,19053.0,81.0,274344.0,100360.0,6910.0,7849.0,88.0,6415.0,7384.0,86.9,1641.0,2760.0,59.5,63,61.3,64.9,1.7,490.0,1423.0,399.0,93.0,1734.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
RKC Waalwijk,27,34.0,11563.0,14936.0,77.4,209160.0,84153.0,5018.0,5823.0,86.2,4959.0,5831.0,85.0,1274.0,2392.0,53.3,38,35.2,40.6,2.8,292.0,889.0,285.0,52.0,1297.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Sparta R'dam,30,34.0,12370.0,15955.0,77.5,241170.0,91054.0,4876.0,5694.0,85.6,5452.0,6430.0,84.8,1753.0,2990.0,58.6,47,29.5,33.8,17.5,310.0,903.0,246.0,91.0,1136.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Twente,26,34.0,14503.0,18496.0,78.4,258285.0,89023.0,6580.0,7552.0,87.1,5985.0,7027.0,85.2,1549.0,2881.0,53.8,49,48.9,58.4,0.1,462.0,1287.0,419.0,98.0,1638.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Utrecht,33,34.0,12725.0,16632.0,76.5,235671.0,90642.0,5297.0,6178.0,85.7,5527.0,6709.0,82.4,1540.0,2803.0,54.9,37,36.5,43.9,0.5,321.0,1017.0,285.0,92.0,1234.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Vitesse,30,34.0,11720.0,15568.0,75.3,215594.0,83334.0,5139.0,6026.0,85.3,4902.0,5917.0,82.8,1384.0,2747.0,50.4,32,33.0,33.7,-1.0,376.0,1032.0,262.0,73.0,1274.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Volendam,31,34.0,9142.0,13134.0,69.6,170964.0,72637.0,3953.0,4857.0,81.4,3698.0,4766.0,77.6,1206.0,2708.0,44.5,33,33.4,32.8,-0.4,316.0,844.0,220.0,54.0,1091.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
Arouca,29,34.0,11968.0,15448.0,77.5,223596.0,87751.0,5091.0,5803.0,87.7,5095.0,6052.0,84.2,1522.0,2847.0,53.5,23,26.1,25.0,-3.1,268.0,872.0,188.0,51.0,1022.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Benfica,32,34.0,18706.0,22135.0,84.5,315310.0,103650.0,8824.0,9722.0,90.8,7369.0,8238.0,89.5,1784.0,2710.0,65.8,51,61.3,64.0,-10.3,437.0,1631.0,469.0,125.0,1955.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Boavista,30,34.0,11977.0,15388.0,77.8,221552.0,81190.0,5008.0,5683.0,88.1,5261.0,6165.0,85.3,1406.0,2678.0,52.5,35,28.8,26.4,6.2,275.0,842.0,204.0,76.0,1087.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Braga,31,34.0,14708.0,18309.0,80.3,276959.0,96649.0,5882.0,6640.0,88.6,6546.0,7497.0,87.3,1876.0,3181.0,59.0,50,40.8,41.4,9.2,407.0,1225.0,326.0,90.0,1511.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Casa Pia,31,34.0,10557.0,13947.0,75.7,189632.0,74859.0,4660.0,5367.0,86.8,4534.0,5423.0,83.6,1103.0,2345.0,47.0,20,27.6,27.5,-7.6,291.0,801.0,179.0,66.0,1062.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Chaves,31,34.0,10980.0,14227.0,77.2,211796.0,86357.0,4184.0,4888.0,85.6,5127.0,6081.0,84.3,1422.0,2490.0,57.1,17,26.9,27.1,-9.9,325.0,902.0,236.0,85.0,1209.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Estoril,33,34.0,11010.0,14168.0,77.7,219402.0,76986.0,3897.0,4564.0,85.4,5440.0,6286.0,86.5,1520.0,2731.0,55.7,26,22.3,22.7,3.7,246.0,787.0,181.0,58.0,1015.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Famalicão,33,34.0,11626.0,14900.0,78.0,224596.0,85561.0,4580.0,5278.0,86.8,5205.0,6128.0,84.9,1581.0,2771.0,57.1,31,29.1,25.6,1.9,323.0,785.0,218.0,90.0,1096.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Gil Vicente FC,32,34.0,13826.0,17360.0,79.6,253577.0,94737.0,5721.0,6490.0,88.2,6130.0,7106.0,86.3,1603.0,2806.0,57.1,19,29.1,30.9,-10.1,314.0,1053.0,259.0,71.0,1428.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Marítimo,39,34.0,10991.0,14487.0,75.9,216660.0,83688.0,3955.0,4640.0,85.2,5267.0,6174.0,85.3,1517.0,2886.0,52.6,21,29.2,24.1,-8.2,341.0,917.0,215.0,69.0,1199.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Paços de Ferreira,36,34.0,11264.0,14541.0,77.5,215792.0,83061.0,4582.0,5222.0,87.7,4878.0,5760.0,84.7,1564.0,2831.0,55.2,17,24.1,23.8,-7.1,292.0,802.0,204.0,85.0,1040.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Portimonense,35,34.0,11520.0,15159.0,76.0,222400.0,87088.0,4422.0,5207.0,84.9,5284.0,6215.0,85.0,1514.0,2857.0,53.0,15,27.7,26.5,-12.7,300.0,904.0,206.0,89.0,1072.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Porto,28,34.0,15093.0,18528.0,81.5,273118.0,97649.0,6720.0,7568.0,88.8,6202.0,7175.0,86.4,1794.0,2806.0,63.9,49,52.6,55.8,-3.6,391.0,1170.0,391.0,78.0,1624.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Rio Ave,30,34.0,12658.0,15875.0,79.7,239467.0,86039.0,4997.0,5663.0,88.2,5916.0,6818.0,86.8,1519.0,2678.0,56.7,29,26.5,25.1,2.5,280.0,910.0,197.0,82.0,1148.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Santa Clara,34,34.0,9314.0,12905.0,72.2,184185.0,77502.0,3691.0,4463.0,82.7,3939.0,4922.0,80.0,1446.0,2753.0,52.5,18,22.9,21.3,-4.9,245.0,737.0,168.0,53.0,919.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
