Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
Derby County,31,46.0,18107.0,23254.0,77.9,328000.0,116670.0,7936.0,9130.0,86.9,7982.0,9406.0,84.9,1870.0,3788.0,49.4,41,38.8,36.9,2.2,363.0,1142.0,283.0,82.0,1578.0,Championship 2019-2020,championship,2019-2020,2019
Fulham,28,46.0,21832.0,26924.0,81.1,384972.0,131445.0,9880.0,11014.0,89.7,9199.0,10581.0,86.9,2138.0,3934.0,54.3,43,50.2,49.7,-7.2,478.0,1616.0,369.0,101.0,2076.0,Championship 2019-2020,championship,2019-2020,2019
Huddersfield,39,46.0,15597.0,21009.0,74.2,271774.0,105776.0,7271.0,8546.0,85.1,6374.0,7868.0,81.0,1509.0,3372.0,44.8,33,40.7,31.9,-7.7,365.0,1104.0,235.0,56.0,1636.0,Championship 2019-2020,championship,2019-2020,2019
Hull City,33,46.0,12141.0,17796.0,68.2,235063.0,105278.0,5081.0,6327.0,80.3,4896.0,6511.0,75.2,1812.0,3792.0,47.8,34,43.4,37.9,-9.4,423.0,1116.0,294.0,98.0,1470.0,Championship 2019-2020,championship,2019-2020,2019
Leeds United,28,46.0,20183.0,25886.0,78.0,364761.0,138422.0,9010.0,10376.0,86.8,8522.0,10057.0,84.7,2236.0,4074.0,54.9,46,63.5,56.3,-17.5,569.0,1454.0,571.0,109.0,2528.0,Championship 2019-2020,championship,2019-2020,2019
Luton Town,28,46.0,13312.0,18794.0,70.8,248334.0,101414.0,5605.0,6704.0,83.6,5611.0,7017.0,80.0,1674.0,3880.0,43.1,28,35.3,31.6,-7.3,311.0,1071.0,229.0,67.0,1305.0,Championship 2019-2020,championship,2019-2020,2019
Middlesbrough,30,46.0,12044.0,17685.0,68.1,223230.0,94170.0,5457.0,6583.0,82.9,4716.0,6341.0,74.4,1552.0,3713.0,41.8,34,41.6,38.3,-7.6,427.0,1020.0,296.0,107.0,1350.0,Championship 2019-2020,championship,2019-2020,2019
Millwall,26,46.0,11774.0,17833.0,66.0,230908.0,103791.0,5097.0,6464.0,78.9,4547.0,6180.0,73.6,1836.0,4149.0,44.3,37,39.5,37.3,-2.5,389.0,1056.0,281.0,120.0,1315.0,Championship 2019-2020,championship,2019-2020,2019
Nott'ham Forest,30,46.0,13940.0,19255.0,72.4,269401.0,108420.0,5968.0,7047.0,84.7,5810.0,7311.0,79.5,1934.0,4078.0,47.4,44,40.6,33.0,3.4,437.0,1142.0,261.0,97.0,1420.0,Championship 2019-2020,championship,2019-2020,2019
Preston,26,46.0,14465.0,20668.0,70.0,278913.0,117178.0,6360.0,7605.0,83.6,5535.0,7204.0,76.8,2181.0,4665.0,46.8,31,34.7,35.3,-3.7,384.0,1328.0,340.0,94.0,1531.0,Championship 2019-2020,championship,2019-2020,2019
QPR,29,46.0,17191.0,22383.0,76.8,328153.0,127404.0,6767.0,7874.0,85.9,7534.0,8900.0,84.7,2352.0,4334.0,54.3,44,44.7,39.6,-0.7,399.0,1317.0,315.0,80.0,1633.0,Championship 2019-2020,championship,2019-2020,2019
Reading,31,46.0,14340.0,19608.0,73.1,261665.0,104047.0,6637.0,7737.0,85.8,5614.0,7069.0,79.4,1763.0,3849.0,45.8,41,39.8,36.4,1.2,393.0,1042.0,259.0,66.0,1361.0,Championship 2019-2020,championship,2019-2020,2019
Sheffield Weds,29,46.0,12778.0,18488.0,69.1,242481.0,108571.0,5837.0,7134.0,81.8,4755.0,6217.0,76.5,1786.0,4051.0,44.1,39,46.4,38.5,-7.4,448.0,1198.0,330.0,123.0,1360.0,Championship 2019-2020,championship,2019-2020,2019
Stoke City,35,46.0,13672.0,19546.0,69.9,265594.0,106461.0,5630.0,6944.0,81.1,5718.0,7291.0,78.4,1979.0,4199.0,47.1,39,45.5,39.5,-6.5,410.0,1121.0,327.0,138.0,1417.0,Championship 2019-2020,championship,2019-2020,2019
Swansea City,29,46.0,17580.0,23088.0,76.1,309307.0,119711.0,7799.0,9102.0,85.7,7293.0,8875.0,82.2,1829.0,3546.0,51.6,40,44.5,43.3,-4.5,428.0,1332.0,309.0,74.0,1955.0,Championship 2019-2020,championship,2019-2020,2019
West Brom,25,46.0,17465.0,22798.0,76.6,313537.0,123040.0,7861.0,9079.0,86.6,7302.0,8802.0,83.0,1882.0,3742.0,50.3,51,54.6,46.1,-3.6,514.0,1549.0,365.0,97.0,2028.0,Championship 2019-2020,championship,2019-2020,2019
Wigan Athletic,30,46.0,13245.0,18675.0,70.9,261750.0,108258.0,5562.0,6702.0,83.0,5344.0,6739.0,79.3,2033.0,4264.0,47.7,36,37.9,36.7,-1.9,387.0,1179.0,309.0,104.0,1406.0,Championship 2019-2020,championship,2019-2020,2019
Augsburg,30,34.0,10999.0,15066.0,73.0,201057.0,82127.0,4694.0,5561.0,84.4,4346.0,5391.0,80.6,1453.0,2889.0,50.3,33,32.0,31.0,1.0,330.0,788.0,246.0,85.0,1158.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Bayern Munich,24,34.0,20441.0,23944.0,85.4,364171.0,112358.0,8740.0,9555.0,91.5,8799.0,9768.0,90.1,2223.0,3234.0,68.7,62,66.1,74.4,-4.1,472.0,1576.0,448.0,75.0,2192.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Dortmund,23,34.0,18779.0,22172.0,84.7,321433.0,102680.0,8942.0,9896.0,90.4,7550.0,8454.0,89.3,1786.0,2686.0,66.5,60,46.0,47.6,14.0,336.0,1358.0,268.0,41.0,1637.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Düsseldorf,24,34.0,11056.0,14623.0,75.6,215151.0,84981.0,4513.0,5328.0,84.7,4477.0,5457.0,82.0,1747.0,2983.0,58.6,35,32.2,31.6,2.8,306.0,875.0,218.0,68.0,1202.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Eint Frankfurt,30,34.0,10568.0,14928.0,70.8,203665.0,90955.0,4348.0,5357.0,81.2,4481.0,5764.0,77.7,1487.0,2856.0,52.1,42,42.9,38.7,-0.9,303.0,959.0,216.0,77.0,1247.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Freiburg,28,34.0,11389.0,14903.0,76.4,224099.0,84304.0,4258.0,4977.0,85.6,5063.0,5971.0,84.8,1692.0,2999.0,56.4,25,26.5,25.1,-1.5,301.0,756.0,201.0,71.0,1064.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Gladbach,22,34.0,15736.0,19093.0,82.4,294502.0,95475.0,6089.0,6877.0,88.5,7411.0,8275.0,89.6,1842.0,2946.0,62.5,43,36.7,36.0,6.3,346.0,1108.0,285.0,64.0,1532.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Hannover 96,32,34.0,11348.0,15117.0,75.1,209729.0,84211.0,4887.0,5751.0,85.0,4591.0,5605.0,81.9,1495.0,2768.0,54.0,20,27.2,26.9,-7.2,281.0,776.0,215.0,57.0,1105.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Hertha BSC,26,34.0,12348.0,16140.0,76.5,224985.0,90720.0,5628.0,6555.0,85.9,4809.0,5819.0,82.6,1535.0,2810.0,54.6,32,36.8,33.8,-4.8,307.0,837.0,226.0,70.0,1241.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Hoffenheim,29,34.0,14436.0,18031.0,80.1,255965.0,97949.0,6457.0,7333.0,88.1,5920.0,6919.0,85.6,1572.0,2667.0,58.9,49,56.8,56.0,-7.8,470.0,1136.0,346.0,91.0,1589.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Leverkusen,21,34.0,18245.0,22081.0,82.6,314578.0,108444.0,8254.0,9224.0,89.5,7291.0,8289.0,88.0,1870.0,2924.0,64.0,51,43.8,49.7,7.2,381.0,1266.0,356.0,78.0,1791.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Mainz 05,28,34.0,11451.0,15327.0,74.7,221968.0,84862.0,4848.0,5702.0,85.0,4652.0,5677.0,81.9,1759.0,3169.0,55.5,30,37.5,37.6,-7.5,363.0,990.0,255.0,83.0,1261.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Nürnberg,27,34.0,10558.0,14199.0,74.4,195884.0,77242.0,4429.0,5210.0,85.0,4431.0,5373.0,82.5,1327.0,2687.0,49.4,16,21.1,25.4,-5.1,243.0,700.0,166.0,41.0,989.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
RB Leipzig,23,34.0,12448.0,16841.0,73.9,204197.0,88278.0,6154.0,7307.0,84.2,4271.0,5496.0,77.7,1254.0,2457.0,51.0,41,46.0,41.6,-5.0,383.0,1085.0,324.0,70.0,1607.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Schalke 04,32,34.0,10812.0,14474.0,74.7,209639.0,80371.0,4241.0,5068.0,83.7,4874.0,5828.0,83.6,1509.0,2800.0,53.9,23,29.7,27.0,-6.7,305.0,837.0,211.0,47.0,1148.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Stuttgart,26,34.0,11198.0,15209.0,73.6,207957.0,79413.0,4792.0,5632.0,85.1,4494.0,5530.0,81.3,1508.0,2949.0,51.1,26,28.2,30.9,-2.2,304.0,815.0,229.0,103.0,1130.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Werder Bremen,24,34.0,14383.0,18331.0,78.5,263762.0,98861.0,6170.0,7164.0,86.1,6226.0,7355.0,84.6,1677.0,2875.0,58.3,38,33.7,36.7,4.3,351.0,1200.0,310.0,90.0,1672.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Wolfsburg,25,34.0,13184.0,17159.0,76.8,266544.0,93327.0,4662.0,5657.0,82.4,5838.0,6892.0,84.7,2242.0,3502.0,64.0,38,33.0,35.0,5.0,312.0,901.0,272.0,95.0,1320.0,Bundesliga 2018-2019,bundesliga,2018-2019,2018
Arsenal,28,38.0,18425.0,22549.0,81.7,313400.0,105044.0,8573.0,9619.0,89.1,7384.0,8450.0,87.4,1716.0,2882.0,59.5,52,46.7,43.9,5.3,363.0,1220.0,417.0,63.0,1874.0,Premier League 2018-2019,premier league,2018-2019,2018
Bournemouth,28,38.0,13505.0,17650.0,76.5,231203.0,91075.0,6643.0,7752.0,85.7,5284.0,6436.0,82.1,1261.0,2489.0,50.7,43,38.8,34.0,4.2,330.0,979.0,330.0,76.0,1435.0,Premier League 2018-2019,premier league,2018-2019,2018
Brighton,21,38.0,11491.0,15824.0,72.6,217603.0,86066.0,5120.0,6084.0,84.2,4413.0,5549.0,79.5,1639.0,3202.0,51.2,24,24.5,23.1,-0.5,281.0,887.0,223.0,81.0,1150.0,Premier League 2018-2019,premier league,2018-2019,2018
Burnley,23,38.0,10134.0,14793.0,68.5,194079.0,85014.0,4537.0,5520.0,82.2,3643.0,4790.0,76.1,1595.0,3463.0,46.1,32,31.2,27.6,0.8,254.0,879.0,239.0,82.0,1032.0,Premier League 2018-2019,premier league,2018-2019,2018
Cardiff City,25,38.0,7170.0,11715.0,61.2,138500.0,66941.0,3143.0,4097.0,76.7,2540.0,3622.0,70.1,1160.0,2987.0,38.8,20,27.6,25.4,-7.6,294.0,768.0,175.0,57.0,918.0,Premier League 2018-2019,premier league,2018-2019,2018
Chelsea,24,38.0,22960.0,26774.0,85.8,357355.0,116569.0,12272.0,13378.0,91.7,7956.0,8992.0,88.5,1700.0,2561.0,66.4,52,44.9,45.9,7.1,482.0,1640.0,415.0,65.0,2155.0,Premier League 2018-2019,premier league,2018-2019,2018
Crystal Palace,26,38.0,12697.0,16870.0,75.3,222304.0,89991.0,6129.0,7072.0,86.7,4802.0,5866.0,81.9,1371.0,2862.0,47.9,33,29.5,27.1,3.5,358.0,1003.0,275.0,63.0,1458.0,Premier League 2018-2019,premier league,2018-2019,2018
Everton,23,38.0,13878.0,18477.0,75.1,242908.0,92894.0,6427.0,7566.0,84.9,5206.0,6428.0,81.0,1589.0,3045.0,52.2,34,33.7,30.4,0.3,353.0,1102.0,298.0,94.0,1581.0,Premier League 2018-2019,premier league,2018-2019,2018
Fulham,28,38.0,15096.0,19303.0,78.2,265652.0,102124.0,7060.0,7958.0,88.7,6054.0,7206.0,84.0,1538.0,3015.0,51.0,24,30.0,26.3,-6.0,350.0,1106.0,233.0,69.0,1487.0,Premier League 2018-2019,premier league,2018-2019,2018
Huddersfield,31,38.0,13045.0,17777.0,73.4,237346.0,93900.0,6045.0,7200.0,84.0,4765.0,6029.0,79.0,1792.0,3398.0,52.7,13,19.9,17.4,-6.9,283.0,1023.0,208.0,93.0,1248.0,Premier League 2018-2019,premier league,2018-2019,2018
Leicester City,25,38.0,14640.0,19068.0,76.8,259605.0,95052.0,6805.0,7883.0,86.3,5513.0,6788.0,81.2,1752.0,3120.0,56.2,34,37.6,31.5,-3.6,381.0,1181.0,264.0,66.0,1537.0,Premier League 2018-2019,premier league,2018-2019,2018
Liverpool,23,38.0,21146.0,25571.0,82.7,364398.0,118593.0,9634.0,10759.0,89.5,8817.0,10042.0,87.8,1982.0,3284.0,60.4,55,49.8,52.6,5.2,422.0,1520.0,495.0,75.0,2008.0,Premier League 2018-2019,premier league,2018-2019,2018
Manchester City,21,38.0,24678.0,28389.0,86.9,395041.0,113549.0,12249.0,13188.0,92.9,9318.0,10379.0,89.8,1907.0,2834.0,67.3,71,65.5,63.6,5.5,516.0,1948.0,554.0,62.0,2429.0,Premier League 2018-2019,premier league,2018-2019,2018
Manchester Utd,28,38.0,16834.0,20942.0,80.4,284489.0,101728.0,7987.0,8945.0,89.3,6247.0,7334.0,85.2,1704.0,2961.0,57.5,40,39.6,38.3,0.4,381.0,1219.0,339.0,58.0,1668.0,Premier League 2018-2019,premier league,2018-2019,2018
Newcastle Utd,24,38.0,10774.0,15231.0,70.7,197304.0,79475.0,4812.0,5773.0,83.4,3758.0,4863.0,77.3,1584.0,3269.0,48.5,33,27.4,23.4,5.6,324.0,792.0,255.0,99.0,985.0,Premier League 2018-2019,premier league,2018-2019,2018
Southampton,30,38.0,11463.0,15930.0,72.0,201495.0,79147.0,5615.0,6610.0,84.9,4317.0,5535.0,78.0,1241.0,2873.0,43.2,27,29.3,27.9,-2.3,337.0,1086.0,260.0,68.0,1333.0,Premier League 2018-2019,premier league,2018-2019,2018
Tottenham,28,38.0,18808.0,23056.0,81.6,324971.0,107296.0,8731.0,9745.0,89.6,7694.0,8904.0,86.4,1810.0,3083.0,58.7,47,39.1,36.2,7.9,392.0,1283.0,364.0,90.0,1744.0,Premier League 2018-2019,premier league,2018-2019,2018
Watford,25,38.0,12550.0,16974.0,73.9,213157.0,87312.0,6240.0,7278.0,85.7,4322.0,5450.0,79.3,1370.0,2902.0,47.2,39,34.8,28.5,4.2,310.0,944.0,291.0,55.0,1294.0,Premier League 2018-2019,premier league,2018-2019,2018
West Ham,26,38.0,13847.0,18038.0,76.8,239173.0,90485.0,6655.0,7661.0,86.9,4834.0,5923.0,81.6,1640.0,2995.0,54.8,33,34.1,30.9,-1.1,325.0,1005.0,266.0,55.0,1478.0,Premier League 2018-2019,premier league,2018-2019,2018
Wolves,21,38.0,13961.0,18261.0,76.5,255563.0,92552.0,5966.0,6900.0,86.5,5519.0,6661.0,82.9,1884.0,3353.0,56.2,35,39.4,30.3,-4.4,348.0,1053.0,242.0,73.0,1350.0,Premier League 2018-2019,premier league,2018-2019,2018
Alavés,26,38.0,9631.0,14061.0,68.5,186037.0,84436.0,4155.0,5125.0,81.1,3682.0,4818.0,76.4,1514.0,3235.0,46.8,27,29.0,24.9,-2.0,298.0,831.0,224.0,117.0,1113.0,La Liga 2018-2019,la liga,2018-2019,2018
Athletic Club,27,38.0,13195.0,17584.0,75.0,241813.0,95216.0,6013.0,7036.0,85.5,5053.0,6188.0,81.7,1662.0,3197.0,52.0,26,30.7,34.5,-4.7,299.0,1069.0,288.0,86.0,1452.0,La Liga 2018-2019,la liga,2018-2019,2018
Atlético Madrid,29,38.0,14943.0,19014.0,78.6,244070.0,89224.0,7677.0,8649.0,88.8,4958.0,6062.0,81.8,1494.0,2809.0,53.2,36,35.3,37.2,0.7,350.0,1128.0,288.0,47.0,1386.0,La Liga 2018-2019,la liga,2018-2019,2018
Barcelona,30,38.0,23263.0,26691.0,87.2,387149.0,121599.0,11437.0,12414.0,92.1,8986.0,9977.0,90.1,2097.0,2877.0,72.9,61,55.8,54.3,5.2,405.0,1807.0,438.0,37.0,2110.0,La Liga 2018-2019,la liga,2018-2019,2018
Betis,25,38.0,19411.0,22871.0,84.9,330969.0,106399.0,9076.0,9940.0,91.3,7937.0,8845.0,89.7,1761.0,2815.0,62.6,30,32.9,35.9,-2.9,326.0,1279.0,304.0,61.0,1631.0,La Liga 2018-2019,la liga,2018-2019,2018
Celta Vigo,28,38.0,14955.0,18808.0,79.5,268380.0,94860.0,6600.0,7448.0,88.6,6152.0,7186.0,85.6,1693.0,3042.0,55.7,37,33.6,29.7,3.4,343.0,959.0,245.0,67.0,1288.0,La Liga 2018-2019,la liga,2018-2019,2018
Eibar,25,38.0,12976.0,18501.0,70.1,257830.0,97741.0,5205.0,6395.0,81.4,5155.0,6570.0,78.5,2179.0,4285.0,50.9,26,36.7,38.9,-10.7,374.0,1359.0,353.0,152.0,1619.0,La Liga 2018-2019,la liga,2018-2019,2018
Espanyol,25,38.0,13855.0,17740.0,78.1,257913.0,96514.0,5888.0,6755.0,87.2,5853.0,6979.0,83.9,1783.0,3044.0,58.6,26,33.8,32.7,-7.8,332.0,1060.0,306.0,60.0,1495.0,La Liga 2018-2019,la liga,2018-2019,2018
Getafe,26,38.0,8108.0,13021.0,62.3,166355.0,79572.0,3280.0,4305.0,76.2,3027.0,4335.0,69.8,1505.0,3376.0,44.6,34,32.9,28.7,1.1,294.0,842.0,272.0,86.0,1131.0,La Liga 2018-2019,la liga,2018-2019,2018
Girona,26,38.0,13136.0,17212.0,76.3,250408.0,94834.0,5279.0,6114.0,86.3,5722.0,6882.0,83.1,1791.0,3324.0,53.9,23,29.3,31.2,-6.3,280.0,869.0,256.0,92.0,1316.0,La Liga 2018-2019,la liga,2018-2019,2018
Huesca,30,38.0,10586.0,14891.0,71.1,201067.0,85670.0,4641.0,5565.0,83.4,3976.0,5151.0,77.2,1575.0,3157.0,49.9,28,34.6,31.3,-6.6,336.0,873.0,272.0,111.0,1209.0,La Liga 2018-2019,la liga,2018-2019,2018
Leganés,29,38.0,10733.0,15210.0,70.6,211020.0,87095.0,4636.0,5593.0,82.9,4186.0,5407.0,77.4,1727.0,3486.0,49.5,25,28.1,26.9,-3.1,306.0,933.0,234.0,121.0,1153.0,La Liga 2018-2019,la liga,2018-2019,2018
Levante,26,38.0,10824.0,14765.0,73.3,197315.0,82835.0,4880.0,5718.0,85.3,4064.0,5049.0,80.5,1458.0,2927.0,49.8,39,38.5,28.5,0.5,307.0,932.0,250.0,63.0,1295.0,La Liga 2018-2019,la liga,2018-2019,2018
Rayo Vallecano,29,38.0,12469.0,16307.0,76.5,226255.0,87288.0,5658.0,6496.0,87.1,4841.0,5856.0,82.7,1534.0,2945.0,52.1,24,33.0,29.2,-9.0,334.0,904.0,224.0,80.0,1326.0,La Liga 2018-2019,la liga,2018-2019,2018
Real Madrid,27,38.0,20625.0,24198.0,85.2,365419.0,117707.0,9972.0,10890.0,91.6,7745.0,8656.0,89.5,2465.0,3521.0,70.0,39,49.9,44.8,-10.9,464.0,1628.0,386.0,87.0,2094.0,La Liga 2018-2019,la liga,2018-2019,2018
Real Sociedad,30,38.0,14565.0,18547.0,78.5,268094.0,94553.0,6175.0,7064.0,87.4,6300.0,7372.0,85.5,1729.0,3062.0,56.5,27,33.0,31.3,-6.0,316.0,1016.0,252.0,89.0,1381.0,La Liga 2018-2019,la liga,2018-2019,2018
Sevilla,27,38.0,14555.0,18806.0,77.4,264057.0,99500.0,6592.0,7512.0,87.8,5816.0,6932.0,83.9,1752.0,3230.0,54.2,47,49.3,45.6,-2.3,390.0,1165.0,392.0,103.0,1804.0,La Liga 2018-2019,la liga,2018-2019,2018
Valencia,25,38.0,13679.0,17639.0,77.5,250732.0,95104.0,6044.0,6956.0,86.9,5503.0,6585.0,83.6,1731.0,3065.0,56.5,38,46.7,45.2,-8.7,369.0,1184.0,325.0,89.0,1561.0,La Liga 2018-2019,la liga,2018-2019,2018
Valladolid,28,38.0,12015.0,16279.0,73.8,227734.0,85945.0,5157.0,5989.0,86.1,4872.0,5901.0,82.6,1664.0,3425.0,48.6,19,26.7,24.2,-7.7,293.0,981.0,193.0,73.0,1299.0,La Liga 2018-2019,la liga,2018-2019,2018
Villarreal,26,38.0,13758.0,17648.0,78.0,258486.0,98478.0,5946.0,6834.0,87.0,5697.0,6759.0,84.3,1829.0,3142.0,58.2,34,39.0,33.8,-5.0,364.0,1206.0,294.0,67.0,1648.0,La Liga 2018-2019,la liga,2018-2019,2018
Atalanta,27,38.0,18142.0,22141.0,81.9,310061.0,105943.0,8519.0,9551.0,89.2,7175.0,8322.0,86.2,1761.0,2860.0,61.6,60,55.8,48.4,4.2,505.0,1323.0,443.0,96.0,1939.0,Serie A 2018-2019,serie a,2018-2019,2018
Bologna,29,38.0,12019.0,15954.0,75.3,221015.0,90163.0,5389.0,6210.0,86.8,4878.0,6031.0,80.9,1491.0,2803.0,53.2,35,30.8,27.4,4.2,352.0,1003.0,249.0,95.0,1328.0,Serie A 2018-2019,serie a,2018-2019,2018
Cagliari,30,38.0,14474.0,18871.0,76.7,259925.0,100117.0,6404.0,7365.0,87.0,5553.0,6767.0,82.1,1797.0,3306.0,54.4,27,30.7,33.2,-3.7,321.0,978.0,281.0,105.0,1288.0,Serie A 2018-2019,serie a,2018-2019,2018
Chievo,36,38.0,12531.0,16525.0,75.8,231944.0,92500.0,5286.0,6104.0,86.6,5106.0,6235.0,81.9,1694.0,3130.0,54.1,17,25.6,21.2,-8.6,288.0,938.0,237.0,89.0,1229.0,Serie A 2018-2019,serie a,2018-2019,2018
Empoli,29,38.0,14608.0,18410.0,79.3,260654.0,95054.0,6476.0,7280.0,89.0,6067.0,7140.0,85.0,1643.0,2892.0,56.8,36,37.5,33.5,-1.5,332.0,1154.0,318.0,61.0,1567.0,Serie A 2018-2019,serie a,2018-2019,2018
Fiorentina,27,38.0,13307.0,17283.0,77.0,248794.0,92071.0,5250.0,6141.0,85.5,6020.0,7185.0,83.8,1635.0,2954.0,55.3,24,35.8,29.4,-11.8,440.0,1134.0,288.0,86.0,1544.0,Serie A 2018-2019,serie a,2018-2019,2018
Frosinone,33,38.0,11532.0,15608.0,73.9,215909.0,86944.0,4966.0,5773.0,86.0,4833.0,5943.0,81.3,1486.0,3006.0,49.4,21,27.1,21.8,-6.1,319.0,846.0,230.0,118.0,1220.0,Serie A 2018-2019,serie a,2018-2019,2018
Genoa,31,38.0,11171.0,15427.0,72.4,205811.0,84187.0,5013.0,5865.0,85.5,4299.0,5459.0,78.8,1476.0,3071.0,48.1,26,32.5,31.6,-6.5,389.0,981.0,305.0,92.0,1274.0,Serie A 2018-2019,serie a,2018-2019,2018
Inter,23,38.0,19523.0,23425.0,83.3,335617.0,113193.0,9129.0,10017.0,91.1,7633.0,8880.0,86.0,2045.0,3135.0,65.2,36,45.4,44.6,-9.4,494.0,1467.0,430.0,164.0,1917.0,Serie A 2018-2019,serie a,2018-2019,2018
Juventus,31,38.0,18333.0,21878.0,83.8,333644.0,104846.0,8003.0,8785.0,91.1,7564.0,8535.0,88.6,2247.0,3368.0,66.7,44,42.5,40.1,1.5,474.0,1411.0,373.0,117.0,1853.0,Serie A 2018-2019,serie a,2018-2019,2018
Lazio,30,38.0,15807.0,19752.0,80.0,272374.0,99908.0,7504.0,8453.0,88.8,5935.0,7006.0,84.7,1751.0,2957.0,59.2,35,44.4,38.8,-9.4,477.0,1322.0,398.0,90.0,1737.0,Serie A 2018-2019,serie a,2018-2019,2018
Milan,23,38.0,17537.0,21047.0,83.3,305990.0,106870.0,8301.0,9101.0,91.2,7116.0,8146.0,87.4,1757.0,2888.0,60.8,35,35.6,31.9,-0.6,449.0,1284.0,349.0,98.0,1759.0,Serie A 2018-2019,serie a,2018-2019,2018
Napoli,26,38.0,21096.0,24763.0,85.2,345646.0,108898.0,10691.0,11567.0,92.4,7613.0,8584.0,88.7,1968.0,3072.0,64.1,54,49.4,42.0,4.6,563.0,1607.0,404.0,78.0,2089.0,Serie A 2018-2019,serie a,2018-2019,2018
Parma,31,38.0,9920.0,13707.0,72.4,192103.0,82772.0,4120.0,4879.0,84.4,4043.0,5068.0,79.8,1490.0,2908.0,51.2,22,26.9,16.8,-4.9,244.0,779.0,164.0,45.0,990.0,Serie A 2018-2019,serie a,2018-2019,2018
Roma,26,38.0,15305.0,19082.0,80.2,274902.0,105832.0,6912.0,7787.0,88.8,5991.0,7080.0,84.6,1904.0,3105.0,61.3,41,46.2,38.2,-5.2,488.0,1241.0,371.0,117.0,1678.0,Serie A 2018-2019,serie a,2018-2019,2018
Sampdoria,24,38.0,17067.0,21032.0,81.1,278587.0,101876.0,8556.0,9554.0,89.6,6492.0,7604.0,85.4,1417.0,2597.0,54.6,41,34.1,33.5,6.9,339.0,1328.0,343.0,74.0,1685.0,Serie A 2018-2019,serie a,2018-2019,2018
Sassuolo,29,38.0,16386.0,20009.0,81.9,282756.0,98616.0,7582.0,8414.0,90.1,6803.0,7791.0,87.3,1550.0,2702.0,57.4,33,34.1,28.2,-1.1,377.0,1183.0,257.0,64.0,1511.0,Serie A 2018-2019,serie a,2018-2019,2018
SPAL,28,38.0,14255.0,17829.0,80.0,242896.0,93003.0,6942.0,7682.0,90.4,5314.0,6268.0,84.8,1457.0,2703.0,53.9,30,28.2,23.9,1.8,349.0,945.0,242.0,124.0,1259.0,Serie A 2018-2019,serie a,2018-2019,2018
Torino,25,38.0,12851.0,17064.0,75.3,237922.0,91472.0,5512.0,6452.0,85.4,5066.0,6276.0,80.7,1788.0,3181.0,56.2,31,32.0,28.1,-1.0,378.0,984.0,309.0,119.0,1407.0,Serie A 2018-2019,serie a,2018-2019,2018
Udinese,31,38.0,11520.0,15218.0,75.7,209065.0,82604.0,5214.0,6052.0,86.2,4343.0,5382.0,80.7,1526.0,2759.0,55.3,30,27.9,25.1,2.1,342.0,774.0,234.0,77.0,1088.0,Serie A 2018-2019,serie a,2018-2019,2018
Amiens,26,38.0,11932.0,16189.0,73.7,216240.0,89501.0,5395.0,6368.0,84.7,4838.0,6050.0,80.0,1371.0,2841.0,48.3,22,23.4,23.6,-1.4,283.0,973.0,197.0,53.0,1274.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Angers,24,38.0,12957.0,16772.0,77.3,225763.0,92189.0,6004.0,6910.0,86.9,4953.0,6020.0,82.3,1458.0,2709.0,53.8,27,33.5,30.9,-6.5,328.0,885.0,231.0,51.0,1320.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Bordeaux,33,38.0,14526.0,18571.0,78.2,254178.0,98055.0,6864.0,7865.0,87.3,5564.0,6644.0,83.7,1602.0,2899.0,55.3,26,29.5,29.5,-3.5,330.0,1004.0,207.0,66.0,1374.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Caen,26,38.0,11472.0,15516.0,73.9,222111.0,90244.0,4946.0,5804.0,85.2,4352.0,5419.0,80.3,1838.0,3436.0,53.5,17,20.6,18.9,-3.6,218.0,745.0,146.0,64.0,1019.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
