Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,League
Everton,27,52.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Hull City,28,45.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Leicester City,25,41.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Liverpool,23,62.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Manchester City,25,65.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Manchester Utd,31,56.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Middlesbrough,27,47.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Southampton,26,54.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Stoke City,26,46.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Sunderland,31,39.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Swansea City,27,47.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Tottenham,24,60.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Watford,33,46.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
West Brom,23,37.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
West Ham,29,47.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2016-2017
Alavés,25,44.4,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Athletic Club,25,51.1,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Atlético Madrid,22,48.4,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Barcelona,25,66.1,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Betis,27,47.9,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Celta Vigo,27,53.2,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Eibar,24,47.8,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Espanyol,27,44.0,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Granada,35,45.1,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
La Coruña,28,47.0,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Las Palmas,29,59.0,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Leganés,31,44.7,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Málaga,29,48.4,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Osasuna,35,39.0,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Real Madrid,24,56.2,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Real Sociedad,27,56.7,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Sevilla,28,59.2,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Sporting Gijón,29,44.4,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Valencia,31,48.8,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Villarreal,27,49.3,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2016-2017
Atalanta,32,50.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Bologna,28,46.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Cagliari,34,43.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Chievo,29,46.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Crotone,31,37.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Empoli,29,49.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Fiorentina,30,58.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Genoa,33,48.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Inter,29,56.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Juventus,27,57.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Lazio,30,51.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Milan,28,54.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Napoli,26,62.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Palermo,30,45.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Pescara,34,46.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Roma,22,57.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Sampdoria,24,52.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Sassuolo,28,46.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Torino,29,50.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Udinese,29,41.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2016-2017
Angers,29,46.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Bastia,29,43.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Bordeaux,27,48.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Caen,27,45.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Dijon,27,46.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Guingamp,25,47.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Lille,31,51.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Lorient,30,50.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Lyon,27,59.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Marseille,27,55.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Metz,31,42.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Monaco,29,51.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Montpellier,32,49.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Nancy,27,43.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Nantes,27,48.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Nice,27,58.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Paris S-G,28,65.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Rennes,31,52.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Saint-Étienne,34,49.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
Toulouse,30,45.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2016-2017
ADO Den Haag,29,42.6,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Ajax,29,63.1,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
AZ Alkmaar,28,53.7,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Excelsior,25,42.1,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Feyenoord,25,57.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Go Ahead Eag,31,46.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Groningen,25,46.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Heerenveen,23,56.5,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Heracles Almelo,27,51.1,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
NEC Nijmegen,27,43.2,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
PSV Eindhoven,23,59.3,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Roda JC,30,42.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Sparta R'dam,29,45.3,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Twente,25,51.1,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Utrecht,29,52.4,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Vitesse,27,52.2,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Willem II,25,46.7,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Zwolle,27,48.8,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2016-2017
Arouca,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Belenenses,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Benfica,32,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Boavista,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Braga,37,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Chaves,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Estoril,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Feirense,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Marítimo,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Moreirense,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Nacional,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Paços de Ferreira,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Porto,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Rio Ave,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Sporting CP,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Tondela,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Vitória,32,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Vitória Setúbal,26,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2016-2017
Aston Villa,35,49.2,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Barnsley,32,46.7,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Birmingham City,30,44.3,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Blackburn,31,45.3,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Brentford,30,50.9,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Brighton,28,51.9,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Bristol City,32,50.6,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Burton Albion,30,47.1,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Cardiff City,33,43.4,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Derby County,28,49.7,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Fulham,27,61.3,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Huddersfield,25,57.9,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Ipswich Town,32,48.1,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Leeds United,25,51.4,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Newcastle Utd,30,55.8,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Norwich City,28,53.2,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Nott'ham Forest,38,48.9,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Preston,29,44.7,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
QPR,37,48.2,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Reading,28,60.6,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Rotherham Utd,35,39.2,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Sheffield Weds,30,53.3,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Wigan Athletic,41,50.7,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Wolves,35,47.9,46.0,,,,,,,,,,,,,,,,,,,,,,,Championship 2016-2017
Aberdeen,22,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Celtic,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Dundee,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Hamilton Acad.,33,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Hearts,32,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Inverness CT,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Kilmarnock,35,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Motherwell,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Partick Thistle,28,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Rangers,30,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Ross County,31,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
St Johnstone,25,,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2016-2017
Augsburg,27,46.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Bayern Munich,25,70.1,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Darmstadt 98,23,33.2,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Dortmund,26,63.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Eint Frankfurt,30,48.0,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Gladbach,26,56.0,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Hamburger SV,28,48.7,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Hannover 96,33,45.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Hertha BSC,26,49.7,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Hoffenheim,26,46.1,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Ingolstadt 04,25,45.2,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Köln,23,45.2,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Leverkusen,27,53.1,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Mainz 05,29,46.1,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Schalke 04,28,52.2,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Stuttgart,31,47.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Werder Bremen,30,44.9,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Wolfsburg,29,57.6,34.0,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2015-2016
Arsenal,25,58.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Aston Villa,29,46.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Bournemouth,28,51.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Chelsea,28,56.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Crystal Palace,30,45.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Everton,31,51.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Leicester City,23,42.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Liverpool,34,57.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Manchester City,25,56.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Manchester Utd,33,58.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Newcastle Utd,31,46.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Norwich City,28,46.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Southampton,26,49.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Stoke City,27,49.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Sunderland,31,41.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Swansea City,27,52.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Tottenham,24,57.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Watford,25,45.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
West Brom,28,39.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
West Ham,28,48.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Premier League 2015-2016
Athletic Club,25,49.9,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Atlético Madrid,25,48.5,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Barcelona,25,67.1,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Betis,29,46.7,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Celta Vigo,27,56.4,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Eibar,28,45.2,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Espanyol,26,46.2,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Getafe,27,46.1,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Granada,28,44.6,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
La Coruña,25,47.1,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Las Palmas,27,54.6,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Levante,27,45.9,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Málaga,30,48.8,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Rayo Vallecano,29,55.6,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Real Madrid,24,57.3,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Real Sociedad,27,51.8,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Sevilla,33,50.0,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Sporting Gijón,28,43.1,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Valencia,30,50.1,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Villarreal,26,45.9,38.0,,,,,,,,,,,,,,,,,,,,,,,La Liga 2015-2016
Atalanta,33,48.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Bologna,31,45.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Carpi,35,38.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Chievo,26,45.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Empoli,29,52.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Fiorentina,26,61.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Frosinone,28,39.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Genoa,30,50.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Hellas Verona,32,45.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Inter,28,55.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Juventus,28,56.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Lazio,27,54.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Milan,30,52.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Napoli,22,62.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Palermo,31,43.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Roma,32,57.7,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Sampdoria,35,49.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Sassuolo,26,51.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Torino,27,47.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Udinese,28,44.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Serie A 2015-2016
Angers,29,42.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Bastia,26,43.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Bordeaux,35,50.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Caen,24,40.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Gazélec Ajaccio,23,47.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Guingamp,28,42.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Lille,32,51.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Lorient,31,49.0,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Lyon,30,61.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Marseille,28,56.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Monaco,31,48.1,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Montpellier,30,49.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Nantes,29,49.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Nice,33,57.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Paris S-G,28,66.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Reims,31,47.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Rennes,31,50.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Saint-Étienne,31,51.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Toulouse,25,46.6,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
Troyes,33,48.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2015-2016
ADO Den Haag,24,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Ajax,25,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
AZ Alkmaar,28,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Cambuur,32,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
De Graafschap,25,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Excelsior,25,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Feyenoord,24,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Groningen,24,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Heerenveen,22,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Heracles Almelo,22,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
NEC Nijmegen,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
PSV Eindhoven,23,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Roda JC,33,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Twente,28,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Utrecht,27,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Vitesse,26,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Willem II,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Zwolle,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2015-2016
Académica,28,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Arouca,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Belenenses,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Benfica,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Boavista,33,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Braga,32,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Estoril,28,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Marítimo,33,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Moreirense,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Nacional,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Paços de Ferreira,28,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Porto,29,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Rio Ave,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Sporting CP,31,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Tondela,30,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
União,32,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
Vitória,38,,34.0,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2015-2016
